"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"beta",99,1715.9455300135,407.788181608811,6671.94778749116,FALSE,82.002,FALSE,"adaptive",27
"p_hat",0.01,0.000479417318507105,0.000122750345308245,0.00184772563094493,FALSE,82.002,FALSE,"adaptive",27
"n_iter",NA,20000,19983,20000,NA,82.002,FALSE,"adaptive",27
"mu",1000,864.609105311728,522.55100736798,1418.09064772679,TRUE,6.327,FALSE,"fixed",27
"alpha",1,0.806613210752599,0.637099056376603,0.991263418821219,FALSE,6.327,FALSE,"fixed",27
"beta",99,75.1330345675723,43.947806301702,128.406795699676,TRUE,6.327,FALSE,"fixed",27
"p_hat",0.01,0.0106217665521333,0.0064766914546287,0.0176996714195037,TRUE,6.327,FALSE,"fixed",27
"n_iter",NA,1000,1000,1000,NA,6.327,FALSE,"fixed",27
"mu",1000,19213.1625150758,4688.19780300113,69863.9019437383,FALSE,93.748,FALSE,"adaptive",28
"alpha",1,0.934744521038072,0.749164364545552,1.16174709479099,TRUE,93.748,FALSE,"adaptive",28
"beta",99,1813.81651852844,455.861582525967,6789.81437004101,FALSE,93.748,FALSE,"adaptive",28
"p_hat",0.01,0.000515081344793966,0.000147425690239176,0.00213462611433928,FALSE,93.748,FALSE,"adaptive",28
"n_iter",NA,20000,20000,20000,NA,93.748,FALSE,"adaptive",28
"mu",1000,862.106880900989,436.046291794455,1595.70016316345,TRUE,7.17399999999998,FALSE,"fixed",28
"alpha",1,0.917034750189483,0.742217051614583,1.13684444466861,TRUE,7.17399999999998,FALSE,"fixed",28
"beta",99,79.1477107786006,38.6913731053689,153.809210345788,TRUE,7.17399999999998,FALSE,"fixed",28
"p_hat",0.01,0.0114536647076425,0.00599842211090589,0.0225729774591841,TRUE,7.17399999999998,FALSE,"fixed",28
"n_iter",NA,1000,1000,1000,NA,7.17399999999998,FALSE,"fixed",28
"mu",1000,19246.7607031927,9308.84530668682,36372.2129666274,FALSE,89.8200000000002,FALSE,"adaptive",29
"alpha",1,1.12023687810136,0.898209253146809,1.34366817547504,TRUE,89.8200000000002,FALSE,"adaptive",29
"beta",99,2340.83968009889,1087.1391913357,4549.18500983173,FALSE,89.8200000000002,FALSE,"adaptive",29
"p_hat",0.01,0.000478333070511029,0.000241971557632976,0.00102822512350038,FALSE,89.8200000000002,FALSE,"adaptive",29
"n_iter",NA,20000,20000,20000,NA,89.8200000000002,FALSE,"adaptive",29
"mu",1000,870.013415362941,605.964936076996,1231.99625766263,TRUE,5.73099999999999,FALSE,"fixed",29
"alpha",1,1.10082289029658,0.865008502946657,1.3423724229573,TRUE,5.73099999999999,FALSE,"fixed",29
"beta",99,103.075548149308,68.0446484681457,148.34083365056,TRUE,5.73099999999999,FALSE,"fixed",29
"p_hat",0.01,0.010566915312092,0.00741278180508088,0.0151394968641746,TRUE,5.73099999999999,FALSE,"fixed",29
"n_iter",NA,1000,1000,1000,NA,5.73099999999999,FALSE,"fixed",29
"mu",1000,284.592238364788,2.0961925224463,21476.9150954133,TRUE,8.94700000000012,FALSE,"adaptive",30
"alpha",1,0.9871801727389,0.700751337065635,1.37349247057618,TRUE,8.94700000000012,FALSE,"adaptive",30
"beta",99,27.8518859346322,0.155490684865705,3182.6648318914,TRUE,8.94700000000012,FALSE,"adaptive",30
"p_hat",0.01,0.0342306567439985,0.000410842499135548,0.845794914153189,TRUE,8.94700000000012,FALSE,"adaptive",30
"n_iter",NA,399,353,424,NA,8.94700000000012,FALSE,"adaptive",30
"mu",1000,283.983022984077,3.37398636431782,26808.7931753232,TRUE,12.3800000000001,FALSE,"fixed",30
"alpha",1,0.987253280930626,0.70449239233008,1.41239123853005,TRUE,12.3800000000001,FALSE,"fixed",30
"beta",99,27.7914319611921,0.229006776396802,4119.75499730438,TRUE,12.3800000000001,FALSE,"fixed",30
"p_hat",0.01,0.0343050168075644,0.0003259824879023,0.772704345843341,TRUE,12.3800000000001,FALSE,"fixed",30
"n_iter",NA,1000,1000,1000,NA,12.3800000000001,FALSE,"fixed",30
"mu",1000,1296.39667580389,3.76401878182772e-07,267793929381.286,TRUE,39.039,FALSE,"adaptive",31
"alpha",1,1.00702429176149,0.709981481255231,1.40098364593635,TRUE,39.039,FALSE,"adaptive",31
"beta",99,129.279863871615,2.41627938730302e-08,39237409268.2153,TRUE,39.039,FALSE,"adaptive",31
"p_hat",0.01,0.00772928347554597,3.27371683609112e-11,0.999999968209423,TRUE,39.039,FALSE,"adaptive",31
"n_iter",NA,1547,1484,1580,NA,39.039,FALSE,"adaptive",31
"mu",1000,848.962615260286,99.1482748663637,6322.2306533307,TRUE,9.81700000000001,FALSE,"fixed",31
"alpha",1,1.00017387861203,0.812731262934687,1.24338763553384,TRUE,9.81700000000001,FALSE,"fixed",31
"beta",99,83.7967136115452,9.80192081521293,668.734424442912,TRUE,9.81700000000001,FALSE,"fixed",31
"p_hat",0.01,0.0117949362083381,0.00148045602250728,0.094630303203626,TRUE,9.81700000000001,FALSE,"fixed",31
"n_iter",NA,1000,1000,1000,NA,9.81700000000001,FALSE,"fixed",31
"mu",1000,141.221246088766,23.6868362159449,733.082653897454,FALSE,1.66999999999985,FALSE,"adaptive",32
"alpha",1,0.875371904949323,0.615097216759646,1.20440273256348,TRUE,1.66999999999985,FALSE,"adaptive",32
"beta",99,11.4011491956262,1.31597553587224,84.1818667002449,FALSE,1.66999999999985,FALSE,"adaptive",32
"p_hat",0.01,0.0713045575190095,0.0135901600735049,0.334224141902341,FALSE,1.66999999999985,FALSE,"adaptive",32
"n_iter",NA,216,176,243,NA,1.66999999999985,FALSE,"adaptive",32
"mu",1000,141.222193939269,24.5345765624724,791.452540417498,FALSE,6.40900000000011,FALSE,"fixed",32
"alpha",1,0.875272118532662,0.643694772531566,1.24539484075169,TRUE,6.40900000000011,FALSE,"fixed",32
"beta",99,11.3993124881105,1.41771003596493,89.8224881309269,FALSE,6.40900000000011,FALSE,"fixed",32
"p_hat",0.01,0.0713076773334515,0.0121763849386791,0.322865774408224,FALSE,6.40900000000011,FALSE,"fixed",32
"n_iter",NA,1000,1000,1000,NA,6.40900000000011,FALSE,"fixed",32
"mu",1000,92.9401302773767,32.7434971450484,237.032597574568,FALSE,0.990000000000009,FALSE,"adaptive",33
"alpha",1,0.678508637883463,0.459778846707338,0.973801583064424,FALSE,0.990000000000009,FALSE,"adaptive",33
"beta",99,6.25442779853115,1.45441882357299,21.4271433217898,FALSE,0.990000000000009,FALSE,"adaptive",33
"p_hat",0.01,0.0978674251677339,0.0399620781420931,0.246271332653523,FALSE,0.990000000000009,FALSE,"adaptive",33
"n_iter",NA,154,112,178,NA,0.990000000000009,FALSE,"adaptive",33
"mu",1000,92.9631058525765,31.698266532756,279.720664740792,FALSE,5.46399999999994,FALSE,"fixed",33
"alpha",1,0.678517167457641,0.472887121395216,0.967752410273563,FALSE,5.46399999999994,FALSE,"fixed",33
"beta",99,6.25635763787338,1.52267818666529,28.1299900055302,FALSE,5.46399999999994,FALSE,"fixed",33
"p_hat",0.01,0.097841300168252,0.0326948465334642,0.254038269841141,FALSE,5.46399999999994,FALSE,"fixed",33
"n_iter",NA,1000,1000,1000,NA,5.46399999999994,FALSE,"fixed",33
"mu",1000,81.2401830744563,27.3545055386884,204.38075735194,FALSE,0.855000000000018,FALSE,"adaptive",34
"alpha",1,0.917274871394241,0.628983011814671,1.28040193316528,TRUE,0.855000000000018,FALSE,"adaptive",34
"beta",99,6.93030203602739,1.50837691385307,24.5435680313674,FALSE,0.855000000000018,FALSE,"adaptive",34
"p_hat",0.01,0.116886381900476,0.0455814000634681,0.309951344226652,FALSE,0.855000000000018,FALSE,"adaptive",34
"n_iter",NA,138.5,110,160,NA,0.855000000000018,FALSE,"adaptive",34
"mu",1000,81.2503909012839,28.8213292905126,208.978341038208,FALSE,5.27700000000004,FALSE,"fixed",34
"alpha",1,0.917296894289172,0.624327514203518,1.2617158178532,TRUE,5.27700000000004,FALSE,"fixed",34
"beta",99,6.93075157401466,1.62255685835462,26.1892874300899,FALSE,5.27700000000004,FALSE,"fixed",34
"p_hat",0.01,0.11688216478197,0.0445719118454504,0.298173254732075,FALSE,5.27700000000004,FALSE,"fixed",34
"n_iter",NA,1000,1000,1000,NA,5.27700000000004,FALSE,"fixed",34
"mu",1000,279.615738549126,4.32903408448111,17281.3768462346,TRUE,8.01299999999992,FALSE,"adaptive",35
"alpha",1,0.875822449397255,0.61237546543863,1.24880677610787,TRUE,8.01299999999992,FALSE,"adaptive",35
"beta",99,24.3031977690689,0.254419866185257,2284.71716996205,TRUE,8.01299999999992,FALSE,"adaptive",35
"p_hat",0.01,0.0347838177100685,0.000549950247571776,0.717132342947899,TRUE,8.01299999999992,FALSE,"adaptive",35
"n_iter",NA,392,347,418,NA,8.01299999999992,FALSE,"adaptive",35
"mu",1000,279.536888450997,4.498023854316,26937.1390496074,TRUE,12.0740000000001,FALSE,"fixed",35
"alpha",1,0.875812731420679,0.605010253666342,1.31732154970434,TRUE,12.0740000000001,FALSE,"fixed",35
"beta",99,24.2961642421742,0.25232246905002,3381.07586337474,TRUE,12.0740000000001,FALSE,"fixed",35
"p_hat",0.01,0.0347931643326783,0.000350010230595121,0.707818523285222,TRUE,12.0740000000001,FALSE,"fixed",35
"n_iter",NA,1000,1000,1000,NA,12.0740000000001,FALSE,"fixed",35
"mu",1000,19147.5715414899,105.191140131359,4560697.64005321,TRUE,62.1800000000001,FALSE,"adaptive",36
"alpha",1,1.24233110714329,1.0425545124502,1.50446156483147,FALSE,62.1800000000001,FALSE,"adaptive",36
"beta",99,2571.55267425866,13.537635434272,608806.233213034,TRUE,62.1800000000001,FALSE,"adaptive",36
"p_hat",0.01,0.000482872169975568,2.11699159484927e-06,0.0805460646873622,TRUE,62.1800000000001,FALSE,"adaptive",36
"n_iter",NA,20000,20000,20000,NA,62.1800000000001,FALSE,"adaptive",36
"mu",1000,853.816624623611,255.083073006398,3009.94408363847,TRUE,6.55099999999993,FALSE,"fixed",36
"alpha",1,1.22284099338284,0.983682951189628,1.5306430636701,TRUE,6.55099999999993,FALSE,"fixed",36
"beta",99,111.84693032647,32.1103141668233,443.562581926012,TRUE,6.55099999999993,FALSE,"fixed",36
"p_hat",0.01,0.0108149240872138,0.0031680121675235,0.0343463067538403,TRUE,6.55099999999993,FALSE,"fixed",36
"n_iter",NA,1000,1000,1000,NA,6.55099999999993,FALSE,"fixed",36
"mu",1000,279.973851512428,13.3011658110765,8415.99534281267,TRUE,6.23299999999995,FALSE,"adaptive",37
"alpha",1,0.747354016204265,0.544379838744279,1.01655173477052,TRUE,6.23299999999995,FALSE,"adaptive",37
"beta",99,19.6588305273228,0.756872416996067,779.152689362779,TRUE,6.23299999999995,FALSE,"adaptive",37
"p_hat",0.01,0.0366238977507105,0.00124638444359792,0.461577731490755,TRUE,6.23299999999995,FALSE,"adaptive",37
"n_iter",NA,391,327,419,NA,6.23299999999995,FALSE,"adaptive",37
"mu",1000,279.523296000018,11.0854058748192,9505.378750471,TRUE,10.085,FALSE,"fixed",37
"alpha",1,0.747191352082428,0.551875539790835,1.04754819354194,TRUE,10.085,FALSE,"fixed",37
"beta",99,19.6219771200832,0.545343926893269,952.272561183196,TRUE,10.085,FALSE,"fixed",37
"p_hat",0.01,0.0366824670876212,0.00102092334569669,0.507023791972614,TRUE,10.085,FALSE,"fixed",37
"n_iter",NA,1000,1000,1000,NA,10.085,FALSE,"fixed",37
"mu",1000,19230.2362513845,7633.78030146515,49449.1810217023,FALSE,91.1179999999999,FALSE,"adaptive",38
"alpha",1,1.10627406023692,0.898732559081111,1.36134689331058,TRUE,91.1179999999999,FALSE,"adaptive",38
"beta",99,2052.99894644191,826.320296559919,5405.3993550637,FALSE,91.1179999999999,FALSE,"adaptive",38
"p_hat",0.01,0.000538567376780475,0.000202220004687695,0.0013232661598087,FALSE,91.1179999999999,FALSE,"adaptive",38
"n_iter",NA,20000,20000,20000,NA,91.1179999999999,FALSE,"adaptive",38
"mu",1000,863.653546887178,508.321240043389,1682.62683106684,TRUE,7.00200000000018,FALSE,"fixed",38
"alpha",1,1.08637222306757,0.883968923389732,1.31558142066738,TRUE,7.00200000000018,FALSE,"fixed",38
"beta",99,89.6456955374867,51.4805153464941,182.763834289555,TRUE,7.00200000000018,FALSE,"fixed",38
"p_hat",0.01,0.0119734097313263,0.00598542301473276,0.0203099853360327,TRUE,7.00200000000018,FALSE,"fixed",38
"n_iter",NA,1000,1000,1000,NA,7.00200000000018,FALSE,"fixed",38
"mu",1000,19268.1917231004,11924.562481753,28735.145223272,FALSE,90.748,FALSE,"adaptive",39
"alpha",1,1.15886074737131,0.968934055724432,1.40580151924937,TRUE,90.748,FALSE,"adaptive",39
"beta",99,2097.33011416174,1263.82292103413,3412.89852761864,FALSE,90.748,FALSE,"adaptive",39
"p_hat",0.01,0.000552235804537168,0.000361522994430139,0.000896460999639337,FALSE,90.748,FALSE,"adaptive",39
"n_iter",NA,20000,19848,20000,NA,90.748,FALSE,"adaptive",39
"mu",1000,878.451669900182,710.379478955119,1082.29986156716,TRUE,5.6110000000001,FALSE,"fixed",39
"alpha",1,1.13399009947044,0.920288959262093,1.37245781169174,TRUE,5.6110000000001,FALSE,"fixed",39
"beta",99,92.5760290774633,69.6938635569637,124.327970896292,TRUE,5.6110000000001,FALSE,"fixed",39
"p_hat",0.01,0.0121010550358479,0.00970089128946395,0.0151888467488221,TRUE,5.6110000000001,FALSE,"fixed",39
"n_iter",NA,1000,1000,1000,NA,5.6110000000001,FALSE,"fixed",39
"mu",1000,19208.8086558818,4700.44731194158,83082.9972726885,FALSE,87.9569999999999,FALSE,"adaptive",40
"alpha",1,1.02553125950207,0.821618666850401,1.26360135414596,TRUE,87.9569999999999,FALSE,"adaptive",40
"beta",99,2061.02656373787,471.874314820239,8351.87791269104,FALSE,87.9569999999999,FALSE,"adaptive",40
"p_hat",0.01,0.000497335281678892,0.000117352645692328,0.00206276811281546,FALSE,87.9569999999999,FALSE,"adaptive",40
"n_iter",NA,20000,20000,20000,NA,87.9569999999999,FALSE,"adaptive",40
"mu",1000,864.166122402071,502.778152463187,1456.38369473771,TRUE,6.33400000000029,FALSE,"fixed",40
"alpha",1,1.00728906076,0.800261928239255,1.21968908494472,TRUE,6.33400000000029,FALSE,"fixed",40
"beta",99,90.272812851867,50.417975163017,171.325823104039,TRUE,6.33400000000029,FALSE,"fixed",40
"p_hat",0.01,0.01103514391038,0.0063050745018104,0.0194147764359148,TRUE,6.33400000000029,FALSE,"fixed",40
"n_iter",NA,1000,1000,1000,NA,6.33400000000029,FALSE,"fixed",40
"mu",1000,151.602749711707,47.0997509636587,485.305953166356,FALSE,1.5619999999999,FALSE,"adaptive",41
"alpha",1,0.846638402045845,0.642022304325823,1.10462594427503,TRUE,1.5619999999999,FALSE,"adaptive",41
"beta",99,11.2614560686393,2.73159758458963,44.7210802160414,FALSE,1.5619999999999,FALSE,"adaptive",41
"p_hat",0.01,0.0699233396382591,0.0222221926986143,0.207589069843232,FALSE,1.5619999999999,FALSE,"adaptive",41
"n_iter",NA,230,164,256,NA,1.5619999999999,FALSE,"adaptive",41
"mu",1000,151.715287919839,42.7309115257269,524.27986099514,FALSE,6.30799999999999,FALSE,"fixed",41
"alpha",1,0.846722649785617,0.636745933305181,1.11837140616485,TRUE,6.30799999999999,FALSE,"fixed",41
"beta",99,11.2707831411257,2.40869912375186,52.7318475097137,FALSE,6.30799999999999,FALSE,"fixed",41
"p_hat",0.01,0.0698759847443771,0.0193610648676729,0.225239631581751,FALSE,6.30799999999999,FALSE,"fixed",41
"n_iter",NA,1000,1000,1000,NA,6.30799999999999,FALSE,"fixed",41
"mu",1000,140.56420816584,39.4069060656379,612.75670164595,FALSE,1.48399999999992,FALSE,"adaptive",42
"alpha",1,1.00047885185602,0.764678387532727,1.35965291714054,TRUE,1.48399999999992,FALSE,"adaptive",42
"beta",99,12.6482832571805,2.68345694970058,80.3073256137776,FALSE,1.48399999999992,FALSE,"adaptive",42
"p_hat",0.01,0.0733018015746373,0.0157706004987755,0.235479728846076,FALSE,1.48399999999992,FALSE,"adaptive",42
"n_iter",NA,218.5,159,241,NA,1.48399999999992,FALSE,"adaptive",42
"mu",1000,140.486716528815,35.1715451179452,636.173204303679,FALSE,5.55799999999999,FALSE,"fixed",42
"alpha",1,1.00035873741521,0.750882618945434,1.34095076580328,TRUE,5.55799999999999,FALSE,"fixed",42
"beta",99,12.6399549692246,2.36547821644651,80.2878094773647,FALSE,5.55799999999999,FALSE,"fixed",42
"p_hat",0.01,0.0733383966769221,0.0157027368075483,0.261185707891644,FALSE,5.55799999999999,FALSE,"fixed",42
"n_iter",NA,1000,1000,1000,NA,5.55799999999999,FALSE,"fixed",42
"mu",1000,19253.4283360046,10756.5826350588,36107.841094974,FALSE,91.163,FALSE,"adaptive",43
"alpha",1,1.1047229296927,0.896348930229818,1.33626046969292,TRUE,91.163,FALSE,"adaptive",43
"beta",99,2129.75446706282,1136.80339699912,4113.28238578215,FALSE,91.163,FALSE,"adaptive",43
"p_hat",0.01,0.000518440136673969,0.000282407759501879,0.000960479082010301,FALSE,91.163,FALSE,"adaptive",43
"n_iter",NA,20000,20000,20000,NA,91.163,FALSE,"adaptive",43
"mu",1000,868.909982460999,589.698709521829,1266.6424730896,TRUE,5.78499999999985,FALSE,"fixed",43
"alpha",1,1.08484537037316,0.891840736963855,1.32221606875204,TRUE,5.78499999999985,FALSE,"fixed",43
"beta",99,93.4828533359908,58.0369125894532,146.929754095772,TRUE,5.78499999999985,FALSE,"fixed",43
"p_hat",0.01,0.0114716270482762,0.00774930639859274,0.0171109066590909,TRUE,5.78499999999985,FALSE,"fixed",43
"n_iter",NA,1000,1000,1000,NA,5.78499999999985,FALSE,"fixed",43
"mu",1000,253.779049470264,7.3205049846561,9657.50242992309,TRUE,6.70100000000002,FALSE,"adaptive",44
"alpha",1,0.856315190527326,0.608442381895157,1.22399011605873,TRUE,6.70100000000002,FALSE,"adaptive",44
"beta",99,22.2052670288221,0.432188038213459,1259.17695769692,TRUE,6.70100000000002,FALSE,"adaptive",44
"p_hat",0.01,0.0371316756319021,0.000931415101062683,0.594790507607665,TRUE,6.70100000000002,FALSE,"adaptive",44
"n_iter",NA,360.5,306,386,NA,6.70100000000002,FALSE,"adaptive",44
"mu",1000,253.652272077808,5.45823768958689,12445.8277658214,TRUE,9.78600000000006,FALSE,"fixed",44
"alpha",1,0.856197282592353,0.589762799965917,1.26135120841158,TRUE,9.78600000000006,FALSE,"fixed",44
"beta",99,22.1904184188234,0.339798249301474,1620.28294656469,TRUE,9.78600000000006,FALSE,"fixed",44
"p_hat",0.01,0.0371506729528084,0.000719286729033381,0.674365105280853,TRUE,9.78600000000006,FALSE,"fixed",44
"n_iter",NA,1000,1000,1000,NA,9.78600000000006,FALSE,"fixed",44
"mu",1000,823.696998132897,0.0064166308400939,227889374.93518,TRUE,34.482,FALSE,"adaptive",45
"alpha",1,0.960191563880055,0.69808713409251,1.38192369245741,TRUE,34.482,FALSE,"adaptive",45
"beta",99,82.5009604999189,0.000450615521060039,32816861.5878225,TRUE,34.482,FALSE,"adaptive",45
"p_hat",0.01,0.0115046526454137,3.624713063723e-08,0.999388735848599,TRUE,34.482,FALSE,"adaptive",45
"n_iter",NA,1026,965,1053,NA,34.482,FALSE,"adaptive",45
"mu",1000,822.129358660852,0.0196422668081384,111138649.144624,TRUE,27.915,FALSE,"fixed",45
"alpha",1,0.960145524651126,0.716607256999658,1.29101469169419,TRUE,27.915,FALSE,"fixed",45
"beta",99,82.3377416602178,0.00134043748093058,17820228.6413349,TRUE,27.915,FALSE,"fixed",45
"p_hat",0.01,0.0115266491996394,7.60403303856178e-08,0.998128041556336,TRUE,27.915,FALSE,"fixed",45
"n_iter",NA,1000,1000,1000,NA,27.915,FALSE,"fixed",45
"mu",1000,80.7277006820682,36.3725627762488,183.513096984591,FALSE,0.918999999999869,FALSE,"adaptive",46
"alpha",1,0.743378354661347,0.49891428514064,1.07973967903202,TRUE,0.918999999999869,FALSE,"adaptive",46
"beta",99,5.6787046453833,1.82614750406828,18.7969787493802,FALSE,0.918999999999869,FALSE,"adaptive",46
"p_hat",0.01,0.115753464204088,0.049351066114793,0.239181173622294,FALSE,0.918999999999869,FALSE,"adaptive",46
"n_iter",NA,136,99,160,NA,0.918999999999869,FALSE,"adaptive",46
"mu",1000,80.7176989395679,36.8160275066174,177.219755377427,FALSE,5.62699999999995,FALSE,"fixed",46
"alpha",1,0.743449890540703,0.526722950391912,1.06200535481986,TRUE,5.62699999999995,FALSE,"fixed",46
"beta",99,5.67814039549153,1.90389444792226,18.1587971090841,FALSE,5.62699999999995,FALSE,"fixed",46
"p_hat",0.01,0.115773485604929,0.0519796126016562,0.239133433877703,FALSE,5.62699999999995,FALSE,"fixed",46
"n_iter",NA,1000,1000,1000,NA,5.62699999999995,FALSE,"fixed",46
"mu",1000,162.83007551553,24.2121542343514,1005.31334160131,TRUE,2.11499999999978,FALSE,"adaptive",47
"alpha",1,0.824762214862098,0.584828802296071,1.1718292456057,TRUE,2.11499999999978,FALSE,"adaptive",47
"beta",99,12.4759516828762,1.26572528414217,113.001598781901,TRUE,2.11499999999978,FALSE,"adaptive",47
"p_hat",0.01,0.0620088681858155,0.0100067357487166,0.324290149798684,FALSE,2.11499999999978,FALSE,"adaptive",47
"n_iter",NA,244,196,271,NA,2.11499999999978,FALSE,"adaptive",47
"mu",1000,162.736968743443,25.1751880084391,973.774514891596,FALSE,6.49399999999969,FALSE,"fixed",47
"alpha",1,0.824736606674203,0.602521095989053,1.10417445577716,TRUE,6.49399999999969,FALSE,"fixed",47
"beta",99,12.4680348697078,1.4057469301695,105.837537697499,TRUE,6.49399999999969,FALSE,"fixed",47
"p_hat",0.01,0.0620439919650734,0.00996423685159253,0.317314633701544,TRUE,6.49399999999969,FALSE,"fixed",47
"n_iter",NA,1000,1000,1000,NA,6.49399999999969,FALSE,"fixed",47
"mu",1000,282.15591386309,9.66057813894809,7806.60662859051,TRUE,6.13200000000006,FALSE,"adaptive",48
"alpha",1,0.828686924742595,0.588656617854059,1.18577469371919,TRUE,6.13200000000006,FALSE,"adaptive",48
"beta",99,22.5234208249143,0.480228974945078,930.794766618817,TRUE,6.13200000000006,FALSE,"adaptive",48
"p_hat",0.01,0.0354866007653965,0.00117077149890241,0.551761526605669,TRUE,6.13200000000006,FALSE,"adaptive",48
"n_iter",NA,395,340,422,NA,6.13200000000006,FALSE,"adaptive",48
"mu",1000,282.36968943491,8.10239629497143,10809.7774882203,TRUE,10.922,FALSE,"fixed",48
