"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"p_hat",0.1,0.0660083101805742,0.00881597593764826,0.361866582557996,TRUE,1.8130000000001,FALSE,"adaptive",51
"n_iter",NA,232.5,188,255,NA,1.8130000000001,FALSE,"adaptive",51
"mu",100,150.941024579768,20.5505099749597,1046.00494869329,TRUE,5.50900000000001,FALSE,"fixed",51
"alpha",1,1.07933312955758,0.778104305855734,1.50372113104554,TRUE,5.50900000000001,FALSE,"fixed",51
"beta",9,15.2708986874934,1.37212667479892,141.091455521031,TRUE,5.50900000000001,FALSE,"fixed",51
"p_hat",0.1,0.0660133227243903,0.00918227398882253,0.370831663467092,TRUE,5.50900000000001,FALSE,"fixed",51
"n_iter",NA,1000,1000,1000,NA,5.50900000000001,FALSE,"fixed",51
"mu",100,122.111876021252,29.3554476822435,501.813309789247,TRUE,1.32300000000009,FALSE,"adaptive",52
"alpha",1,1.07136980219504,0.781062812986535,1.46501800033792,TRUE,1.32300000000009,FALSE,"adaptive",52
"beta",9,11.3515103586642,1.84440427041484,69.6976334119368,TRUE,1.32300000000009,FALSE,"adaptive",52
"p_hat",0.1,0.0862416596089048,0.0189602301937088,0.296780326957413,TRUE,1.32300000000009,FALSE,"adaptive",52
"n_iter",NA,195,144,216,NA,1.32300000000009,FALSE,"adaptive",52
"mu",100,122.130871354364,29.0629180452721,526.92436784808,TRUE,5.34000000000015,FALSE,"fixed",52
"alpha",1,1.07141004194985,0.792737535600021,1.46186038261448,TRUE,5.34000000000015,FALSE,"fixed",52
"beta",9,11.3538588522505,2.02036254883676,65.2595919539544,TRUE,5.34000000000015,FALSE,"fixed",52
"p_hat",0.1,0.0862283183625865,0.0194768231727577,0.304133223455447,TRUE,5.34000000000015,FALSE,"fixed",52
"n_iter",NA,1000,1000,1000,NA,5.34000000000015,FALSE,"fixed",52
"mu",100,19229.3882292075,7630.39772487461,53038.1155815703,FALSE,87.961,FALSE,"adaptive",53
"alpha",1,1.08721246512017,0.889188273310898,1.32803718386522,TRUE,87.961,FALSE,"adaptive",53
"beta",9,2081.45708551512,817.276822588699,5741.17903366975,FALSE,87.961,FALSE,"adaptive",53
"p_hat",0.1,0.00052205970656884,0.000193004407154348,0.00137135523696465,FALSE,87.961,FALSE,"adaptive",53
"n_iter",NA,20000,20000,20000,NA,87.961,FALSE,"adaptive",53
"mu",100,867.145679473467,545.854645431483,1268.17399674282,FALSE,6.11799999999994,FALSE,"fixed",53
"alpha",1,1.06757094054461,0.862319349545157,1.30451713873369,TRUE,6.11799999999994,FALSE,"fixed",53
"beta",9,91.2914324661302,52.2040271833328,137.822636986392,FALSE,6.11799999999994,FALSE,"fixed",53
"p_hat",0.1,0.0115589265926126,0.00803278971828545,0.0183933432597114,FALSE,6.11799999999994,FALSE,"fixed",53
"n_iter",NA,1000,1000,1000,NA,6.11799999999994,FALSE,"fixed",53
"mu",100,72.0752489337578,37.9542202007237,145.764293063408,TRUE,0.767000000000053,FALSE,"adaptive",54
"alpha",1,1.00097426703143,0.749262058208359,1.34524403486781,TRUE,0.767000000000053,FALSE,"adaptive",54
"beta",9,6.41929745167494,2.50956127710624,18.3356197217051,TRUE,0.767000000000053,FALSE,"adaptive",54
"p_hat",0.1,0.134897252415703,0.0671012146369342,0.249781924946199,TRUE,0.767000000000053,FALSE,"adaptive",54
"n_iter",NA,126,84,147,NA,0.767000000000053,FALSE,"adaptive",54
"mu",100,72.0910809144713,33.7112391144626,144.326639959386,TRUE,5.46199999999999,FALSE,"fixed",54
"alpha",1,1.00099088235689,0.730590238629464,1.29964715502895,TRUE,5.46199999999999,FALSE,"fixed",54
"beta",9,6.42109819740306,2.16417098080156,16.7640241572877,TRUE,5.46199999999999,FALSE,"fixed",54
"p_hat",0.1,0.134866460318645,0.0673568812034456,0.272118727015887,TRUE,5.46199999999999,FALSE,"fixed",54
"n_iter",NA,1000,1000,1000,NA,5.46199999999999,FALSE,"fixed",54
"mu",100,85.7270713198639,40.5280720704231,189.010565442024,TRUE,0.970000000000027,FALSE,"adaptive",55
"alpha",1,0.89258100600453,0.649886908253472,1.20761880485952,TRUE,0.970000000000027,FALSE,"adaptive",55
"beta",9,6.41000819767318,2.25729805690544,19.9694974398673,TRUE,0.970000000000027,FALSE,"adaptive",55
"p_hat",0.1,0.122228018187715,0.053501069222478,0.240419688751526,TRUE,0.970000000000027,FALSE,"adaptive",55
"n_iter",NA,144.5,103,167,NA,0.970000000000027,FALSE,"adaptive",55
"mu",100,85.7428097563863,40.4712868703242,186.019147238919,TRUE,5.42000000000007,FALSE,"fixed",55
"alpha",1,0.892453633113219,0.650730909299102,1.2044915717813,TRUE,5.42000000000007,FALSE,"fixed",55
"beta",9,6.41083834606843,2.20129655532547,19.5792671623871,TRUE,5.42000000000007,FALSE,"fixed",55
"p_hat",0.1,0.122198816048598,0.0560324627403531,0.245863319743311,TRUE,5.42000000000007,FALSE,"fixed",55
"n_iter",NA,1000,1000,1000,NA,5.42000000000007,FALSE,"fixed",55
"mu",100,382.371194719286,0.977118084937663,62858.8775486615,TRUE,14.0060000000001,FALSE,"adaptive",56
"alpha",1,1.18830045841973,0.86334388137355,1.59832424081523,TRUE,14.0060000000001,FALSE,"adaptive",56
"beta",9,44.8300559388115,0.0720457022010299,9392.41733213141,TRUE,14.0060000000001,FALSE,"adaptive",56
"p_hat",0.1,0.0258223142122309,0.000135352579819649,0.92314572381385,TRUE,14.0060000000001,FALSE,"adaptive",56
"n_iter",NA,517.5,464,541,NA,14.0060000000001,FALSE,"adaptive",56
"mu",100,384.9190094499,0.595333631230243,125589.759231391,TRUE,17.3029999999999,FALSE,"fixed",56
"alpha",1,1.18869609556618,0.872331433280762,1.61748134371985,TRUE,17.3029999999999,FALSE,"fixed",56
"beta",9,45.14665748054,0.0504495044906617,19795.3250255863,TRUE,17.3029999999999,FALSE,"fixed",56
"p_hat",0.1,0.0256541928316946,7.07482062250486e-05,0.952467282647913,TRUE,17.3029999999999,FALSE,"fixed",56
"n_iter",NA,1000,1000,1000,NA,17.3029999999999,FALSE,"fixed",56
"mu",100,335.405503291806,3.20413476681188,39238.9807302094,TRUE,10.701,FALSE,"adaptive",57
"alpha",1,1.0029807344276,0.716998767650283,1.36902205171596,TRUE,10.701,FALSE,"adaptive",57
"beta",9,34.6088300371479,0.235085452874275,5857.36978226509,TRUE,10.701,FALSE,"adaptive",57
"p_hat",0.1,0.0281642722652045,0.000210882796502435,0.779271061007246,TRUE,10.701,FALSE,"adaptive",57
"n_iter",NA,461.5,406,486,NA,10.701,FALSE,"adaptive",57
"mu",100,334.357479789176,1.00808452744066,128383.892701427,TRUE,16.587,FALSE,"fixed",57
"alpha",1,1.00290697418342,0.717553828066551,1.51397795032673,TRUE,16.587,FALSE,"fixed",57
"beta",9,34.4944978227424,0.0674784157544841,21663.2315391929,TRUE,16.587,FALSE,"fixed",57
"p_hat",0.1,0.0282529660948701,6.69603950679898e-05,0.920212482431214,TRUE,16.587,FALSE,"fixed",57
"n_iter",NA,1000,1000,1000,NA,16.587,FALSE,"fixed",57
"mu",100,64.5770973020918,38.5400313406136,115.683486019952,TRUE,0.732999999999947,FALSE,"adaptive",58
"alpha",1,0.83661570277012,0.613813791013662,1.1597245171524,TRUE,0.732999999999947,FALSE,"adaptive",58
"beta",9,4.62674452301924,2.10196878637501,10.8626553295018,TRUE,0.732999999999947,FALSE,"adaptive",58
"p_hat",0.1,0.153132077731382,0.0841674468863899,0.246642689425425,TRUE,0.732999999999947,FALSE,"adaptive",58
"n_iter",NA,114.5,80,136,NA,0.732999999999947,FALSE,"adaptive",58
"mu",100,64.598664234332,38.1604397522295,104.088459159459,TRUE,5.26599999999985,FALSE,"fixed",58
"alpha",1,0.836794849155753,0.621393797586795,1.09506730087084,TRUE,5.26599999999985,FALSE,"fixed",58
"beta",9,4.62936755792537,1.93248928452653,9.95897238269772,TRUE,5.26599999999985,FALSE,"fixed",58
"p_hat",0.1,0.1530863495881,0.0947338683120204,0.246220870287507,TRUE,5.26599999999985,FALSE,"fixed",58
"n_iter",NA,1000,1000,1000,NA,5.26599999999985,FALSE,"fixed",58
"mu",100,94.3428101995587,34.9737539440324,239.621292704321,TRUE,1.00999999999999,FALSE,"adaptive",59
"alpha",1,0.848513500575089,0.615882809138704,1.18355314996315,TRUE,1.00999999999999,FALSE,"adaptive",59
"beta",9,7.67918298605052,2.02699961714599,27.4503924005583,TRUE,1.00999999999999,FALSE,"adaptive",59
"p_hat",0.1,0.0995009029584781,0.0385240006862024,0.244984138765734,TRUE,1.00999999999999,FALSE,"adaptive",59
"n_iter",NA,156,115,179,NA,1.00999999999999,FALSE,"adaptive",59
"mu",100,94.2549166501912,38.2590048866896,262.111224460654,TRUE,5.65499999999997,FALSE,"fixed",59
"alpha",1,0.848529848908642,0.622656240901984,1.15008335898278,TRUE,5.65499999999997,FALSE,"fixed",59
"beta",9,7.67157173641058,2.25579900520636,29.2988023816239,TRUE,5.65499999999997,FALSE,"fixed",59
"p_hat",0.1,0.0995915178254122,0.0360781637168843,0.226432220621437,TRUE,5.65499999999997,FALSE,"fixed",59
"n_iter",NA,1000,1000,1000,NA,5.65499999999997,FALSE,"fixed",59
"mu",100,72.2424544899634,37.7755299016415,132.336319462648,TRUE,0.998999999999796,FALSE,"adaptive",60
"alpha",1,1.01588001052006,0.761805941090439,1.36166769572722,TRUE,0.998999999999796,FALSE,"adaptive",60
"beta",9,5.88661333242562,2.29151517760309,14.9302478287944,TRUE,0.998999999999796,FALSE,"adaptive",60
"p_hat",0.1,0.147175804458875,0.0761276596291514,0.268444849574518,TRUE,0.998999999999796,FALSE,"adaptive",60
"n_iter",NA,126.5,89,147,NA,0.998999999999796,FALSE,"adaptive",60
"mu",100,72.2112662782375,37.6816098639031,135.360070243159,TRUE,5.10100000000011,FALSE,"fixed",60
"alpha",1,1.01580849908252,0.751061143214659,1.33875598824038,TRUE,5.10100000000011,FALSE,"fixed",60
"beta",9,5.88369178884702,2.27860141373334,14.8355856149516,TRUE,5.10100000000011,FALSE,"fixed",60
"p_hat",0.1,0.147229285700537,0.076790084739366,0.260788045443731,TRUE,5.10100000000011,FALSE,"fixed",60
"n_iter",NA,1000,1000,1000,NA,5.10100000000011,FALSE,"fixed",60
"mu",100,71.6927383609613,28.8309769369502,178.841199115824,TRUE,0.787000000000035,FALSE,"adaptive",61
"alpha",1,0.961790254679509,0.69515202197933,1.32662961990325,TRUE,0.787000000000035,FALSE,"adaptive",61
"beta",9,6.28458933467013,1.74135382007057,21.8872044316331,TRUE,0.787000000000035,FALSE,"adaptive",61
"p_hat",0.1,0.132727004267496,0.0503427438596663,0.294432234145226,TRUE,0.787000000000035,FALSE,"adaptive",61
"n_iter",NA,125,93,147,NA,0.787000000000035,FALSE,"adaptive",61
"mu",100,71.6805577699521,32.6387359416608,162.502854749125,TRUE,5.12699999999995,FALSE,"fixed",61
"alpha",1,0.961670477604928,0.693113278453623,1.32886915194967,TRUE,5.12699999999995,FALSE,"fixed",61
"beta",9,6.28281049929362,2.00848745924005,20.9661919825024,TRUE,5.12699999999995,FALSE,"fixed",61
"p_hat",0.1,0.132745255411883,0.057585718606003,0.272132327001188,TRUE,5.12699999999995,FALSE,"fixed",61
"n_iter",NA,1000,1000,1000,NA,5.12699999999995,FALSE,"fixed",61
"mu",100,2046.73566995158,3.51167473086017e-14,53264176216964415488,TRUE,33.5509999999999,FALSE,"adaptive",62
"alpha",1,1.20056563680094,0.840084620991727,1.69152180843434,TRUE,33.5509999999999,FALSE,"adaptive",62
"beta",9,242.864986609501,2.58500001735922e-15,9611467591697569792,TRUE,33.5509999999999,FALSE,"adaptive",62
"p_hat",0.1,0.0049190294400472,3.52234827982271e-19,0.999999999999997,TRUE,33.5509999999999,FALSE,"adaptive",62
"n_iter",NA,2369,2304,2398,NA,33.5509999999999,FALSE,"adaptive",62
"mu",100,851.165134239865,129.629216415394,4243.99227710097,FALSE,7.99799999999982,FALSE,"fixed",62
"alpha",1,1.18838140840247,0.958250356049743,1.47457276010521,TRUE,7.99799999999982,FALSE,"fixed",62
"beta",9,99.3484594499862,14.425200340662,514.381223538954,FALSE,7.99799999999982,FALSE,"fixed",62
"p_hat",0.1,0.0118203575749547,0.00234463882521621,0.0757199882025764,FALSE,7.99799999999982,FALSE,"fixed",62
"n_iter",NA,1000,1000,1000,NA,7.99799999999982,FALSE,"fixed",62
"mu",100,19200.1134434171,3946.38705814776,104870.674997008,FALSE,80.848,FALSE,"adaptive",63
"alpha",1,1.26740299871933,1.05590056070209,1.5249679946731,FALSE,80.848,FALSE,"adaptive",63
"beta",9,2470.52460856523,505.834522475613,13572.0647836954,FALSE,80.848,FALSE,"adaptive",63
"p_hat",0.1,0.000512746619776243,9.05144094730908e-05,0.00253534109399933,FALSE,80.848,FALSE,"adaptive",63
"n_iter",NA,20000,20000,20000,NA,80.848,FALSE,"adaptive",63
"mu",100,861.70326856514,456.726679773177,1534.83108425552,FALSE,6.35300000000007,FALSE,"fixed",63
"alpha",1,1.24700355974882,1.02053864494811,1.52831080635979,FALSE,6.35300000000007,FALSE,"fixed",63
"beta",9,108.021420569273,55.3292084904637,205.581664149734,FALSE,6.35300000000007,FALSE,"fixed",63
"p_hat",0.1,0.0114122956351635,0.00627240780626491,0.0217934622815016,FALSE,6.35300000000007,FALSE,"fixed",63
"n_iter",NA,1000,1000,1000,NA,6.35300000000007,FALSE,"fixed",63
"mu",100,55.9397432739296,32.8841247828921,96.0196410082844,FALSE,0.628999999999905,FALSE,"adaptive",64
"alpha",1,0.834524115990823,0.607626747796235,1.14719960385329,TRUE,0.628999999999905,FALSE,"adaptive",64
"beta",9,3.98801566104118,1.70467080349644,9.65136345445552,TRUE,0.628999999999905,FALSE,"adaptive",64
"p_hat",0.1,0.173046600873124,0.0990105282985222,0.280743819729956,TRUE,0.628999999999905,FALSE,"adaptive",64
"n_iter",NA,103,75,123,NA,0.628999999999905,FALSE,"adaptive",64
"mu",100,55.9539323306979,33.1560921067263,92.6414766888141,FALSE,4.92899999999986,FALSE,"fixed",64
"alpha",1,0.834643494221768,0.602046080814043,1.16789677942735,TRUE,4.92899999999986,FALSE,"fixed",64
"beta",9,3.98976691240595,1.61322489052542,9.31464592369542,TRUE,4.92899999999986,FALSE,"fixed",64
"p_hat",0.1,0.17300424795435,0.103595545419566,0.285829023445667,FALSE,4.92899999999986,FALSE,"fixed",64
"n_iter",NA,1000,1000,1000,NA,4.92899999999986,FALSE,"fixed",64
"mu",100,43.8702129963376,32.1964370395192,60.9026271146993,FALSE,0.508000000000038,FALSE,"adaptive",65
"alpha",1,0.723271678049301,0.512769300378524,1.01960951594184,TRUE,0.508000000000038,FALSE,"adaptive",65
"beta",9,2.56731593324334,1.38550500875435,4.71884933234555,FALSE,0.508000000000038,FALSE,"adaptive",65
"p_hat",0.1,0.219800158356877,0.162213690272714,0.28777907158178,FALSE,0.508000000000038,FALSE,"adaptive",65
"n_iter",NA,85,49,105,NA,0.508000000000038,FALSE,"adaptive",65
"mu",100,43.8707450381277,32.6188710821723,58.1117317818261,FALSE,4.67000000000007,FALSE,"fixed",65
"alpha",1,0.723338908918236,0.525404067539363,0.976337488770248,FALSE,4.67000000000007,FALSE,"fixed",65
"beta",9,2.56754232825278,1.44002219002697,4.37064131934401,FALSE,4.67000000000007,FALSE,"fixed",65
"p_hat",0.1,0.219800976330598,0.167190688333076,0.288825984162981,FALSE,4.67000000000007,FALSE,"fixed",65
"n_iter",NA,1000,1000,1000,NA,4.67000000000007,FALSE,"fixed",65
"mu",100,123.511121482868,22.6653867462636,805.207590199274,TRUE,1.38099999999986,FALSE,"adaptive",66
"alpha",1,1.12297953304454,0.797971533132844,1.55399020526857,TRUE,1.38099999999986,FALSE,"adaptive",66
"beta",9,13.6927990382679,1.73643278474252,132.950857243256,TRUE,1.38099999999986,FALSE,"adaptive",66
"p_hat",0.1,0.0757961876683917,0.0107236365146913,0.329236198602166,TRUE,1.38099999999986,FALSE,"adaptive",66
"n_iter",NA,198.5,153,218,NA,1.38099999999986,FALSE,"adaptive",66
"mu",100,123.400311834269,19.6108380261386,818.97815626651,TRUE,5.08000000000015,FALSE,"fixed",66
"alpha",1,1.12295688542945,0.799145480992588,1.55779568969103,TRUE,5.08000000000015,FALSE,"fixed",66
"beta",9,13.6796013865533,1.49413762621528,135.225981237349,TRUE,5.08000000000015,FALSE,"fixed",66
"p_hat",0.1,0.0758623519526965,0.0107596807282814,0.369662269532381,TRUE,5.08000000000015,FALSE,"fixed",66
"n_iter",NA,1000,1000,1000,NA,5.08000000000015,FALSE,"fixed",66
"mu",100,19220.227674827,5687.26083493763,67197.7965302753,FALSE,86.2370000000001,FALSE,"adaptive",67
"alpha",1,1.36598130229733,1.13270863019998,1.66960939595074,FALSE,86.2370000000001,FALSE,"adaptive",67
"beta",9,2562.55977915992,742.685455064366,9228.76438108464,FALSE,86.2370000000001,FALSE,"adaptive",67
"p_hat",0.1,0.000532769444171067,0.000157464658127765,0.00174324086757068,FALSE,86.2370000000001,FALSE,"adaptive",67
"n_iter",NA,20000,20000,20000,NA,86.2370000000001,FALSE,"adaptive",67
"mu",100,866.4959028104,520.376119854126,1400.38835943185,FALSE,6.48900000000003,FALSE,"fixed",67
"alpha",1,1.34311855865125,1.08847365637718,1.61814106810743,FALSE,6.48900000000003,FALSE,"fixed",67
"beta",9,112.421768758815,66.4632946945714,193.819528151139,FALSE,6.48900000000003,FALSE,"fixed",67
"p_hat",0.1,0.0118060905286462,0.00711843158935871,0.0187112559026548,FALSE,6.48900000000003,FALSE,"fixed",67
"n_iter",NA,1000,1000,1000,NA,6.48900000000003,FALSE,"fixed",67
"mu",100,55.1083998379884,33.604585438427,93.3155041360589,FALSE,0.636999999999944,FALSE,"adaptive",68
"alpha",1,0.843167890499581,0.637241305273719,1.16946506994651,TRUE,0.636999999999944,FALSE,"adaptive",68
"beta",9,4.11029764655,1.94131295542874,9.72191844105608,TRUE,0.636999999999944,FALSE,"adaptive",68
"p_hat",0.1,0.170217776664253,0.0978461471475058,0.266118238611023,TRUE,0.636999999999944,FALSE,"adaptive",68
"n_iter",NA,102,71,122,NA,0.636999999999944,FALSE,"adaptive",68
"mu",100,55.1004251190516,35.4633503301263,84.6328061976247,FALSE,4.91800000000012,FALSE,"fixed",68
"alpha",1,0.843228233572312,0.618658519649125,1.16990328558044,TRUE,4.91800000000012,FALSE,"fixed",68
"beta",9,4.10992064464456,2.00142228201068,8.53606028806941,FALSE,4.91800000000012,FALSE,"fixed",68
"p_hat",0.1,0.170240841594867,0.109589435137156,0.258002765669768,FALSE,4.91800000000012,FALSE,"fixed",68
"n_iter",NA,1000,1000,1000,NA,4.91800000000012,FALSE,"fixed",68
"mu",100,64.3997528146806,39.7689598255176,106.302097824573,TRUE,0.728999999999814,FALSE,"adaptive",69
"alpha",1,0.854563524123123,0.644841303191414,1.12886848971932,TRUE,0.728999999999814,FALSE,"adaptive",69
"beta",9,4.55644207324087,2.13131364169671,9.86099619651593,TRUE,0.728999999999814,FALSE,"adaptive",69
"p_hat",0.1,0.157930630221382,0.0946673447670618,0.251080791417511,TRUE,0.728999999999814,FALSE,"adaptive",69
"n_iter",NA,114,75,136,NA,0.728999999999814,FALSE,"adaptive",69
"mu",100,64.4087216242516,39.7156077497201,108.882413431151,TRUE,5.44600000000014,FALSE,"fixed",69
"alpha",1,0.854612992247899,0.648756335573982,1.14131665303735,TRUE,5.44600000000014,FALSE,"fixed",69
"beta",9,4.55740079834624,2.21847122902664,9.82251121083658,TRUE,5.44600000000014,FALSE,"fixed",69
"p_hat",0.1,0.157910350068431,0.0962620639217795,0.243277814048658,TRUE,5.44600000000014,FALSE,"fixed",69
"n_iter",NA,1000,1000,1000,NA,5.44600000000014,FALSE,"fixed",69
"mu",100,81.5975346372245,36.0842457393479,199.972725038373,TRUE,0.86200000000008,FALSE,"adaptive",70
"alpha",1,0.937638357014046,0.691950419370862,1.24725557057148,TRUE,0.86200000000008,FALSE,"adaptive",70
"beta",9,6.98580261098344,2.06469750273829,21.8647137693648,TRUE,0.86200000000008,FALSE,"adaptive",70
"p_hat",0.1,0.118337267962384,0.0481939740685858,0.254927040432907,TRUE,0.86200000000008,FALSE,"adaptive",70
"n_iter",NA,139,104,161,NA,0.86200000000008,FALSE,"adaptive",70
"mu",100,81.593857915983,31.1726318427065,212.469302792679,TRUE,5.28600000000006,FALSE,"fixed",70
"alpha",1,0.937712137711812,0.672414401806001,1.26361782247008,TRUE,5.28600000000006,FALSE,"fixed",70
"beta",9,6.98583777629385,1.83020728684459,26.0219975650832,TRUE,5.28600000000006,FALSE,"fixed",70
"p_hat",0.1,0.118344952437835,0.0437905184545359,0.285572989282782,TRUE,5.28600000000006,FALSE,"fixed",70
"n_iter",NA,1000,1000,1000,NA,5.28600000000006,FALSE,"fixed",70
"mu",100,129.014025012555,34.8718582264232,392.623092999415,TRUE,1.63200000000006,FALSE,"adaptive",71
"alpha",1,1.01919962583302,0.753654516846306,1.33561599987081,TRUE,1.63200000000006,FALSE,"adaptive",71
"beta",9,10.9527868736124,2.06895499198979,41.5745476080885,TRUE,1.63200000000006,FALSE,"adaptive",71
"p_hat",0.1,0.0851320393553931,0.0276319202780683,0.284579370706309,TRUE,1.63200000000006,FALSE,"adaptive",71
"n_iter",NA,201.5,146,226,NA,1.63200000000006,FALSE,"adaptive",71
"mu",100,129.142870772808,40.9424588442608,501.225791613809,TRUE,6.38799999999992,FALSE,"fixed",71
"alpha",1,1.01944515665365,0.798527785476885,1.33067766872773,TRUE,6.38799999999992,FALSE,"fixed",71
"beta",9,10.9672012979415,2.70391245833667,56.143052545621,TRUE,6.38799999999992,FALSE,"fixed",71
"p_hat",0.1,0.0850484045320978,0.0214992287294874,0.242637619705188,TRUE,6.38799999999992,FALSE,"fixed",71
"n_iter",NA,1000,1000,1000,NA,6.38799999999992,FALSE,"fixed",71
"mu",100,134.151906100849,20.8592882627585,798.306628025394,TRUE,1.38099999999986,FALSE,"adaptive",72
"alpha",1,1.17058773709573,0.843644793460544,1.5776641696901,TRUE,1.38099999999986,FALSE,"adaptive",72
"beta",9,15.1492101268972,1.5910740902339,126.699991814944,TRUE,1.38099999999986,FALSE,"adaptive",72
"p_hat",0.1,0.0717280781815595,0.0113451066545591,0.372859981728573,TRUE,1.38099999999986,FALSE,"adaptive",72
"n_iter",NA,212.5,174,233,NA,1.38099999999986,FALSE,"adaptive",72
"mu",100,134.176970831066,16.9540793253151,856.1408445053,TRUE,5.16100000000006,FALSE,"fixed",72
"alpha",1,1.17057846862331,0.835259980643861,1.56998553199104,TRUE,5.16100000000006,FALSE,"fixed",72
"beta",9,15.1524944671472,1.28249534054817,128.173393768694,TRUE,5.16100000000006,FALSE,"fixed",72
"p_hat",0.1,0.0717131187999595,0.0107985351502783,0.411188787427995,TRUE,5.16100000000006,FALSE,"fixed",72
"n_iter",NA,1000,1000,1000,NA,5.16100000000006,FALSE,"fixed",72
"mu",100,71.5728706428184,37.1818136380119,138.130644760177,TRUE,0.796000000000049,FALSE,"adaptive",73
"alpha",1,0.869629880328205,0.651371195725717,1.20418497110265,TRUE,0.796000000000049,FALSE,"adaptive",73
"beta",9,5.32841398027003,2.01963776781563,15.1417809132924,TRUE,0.796000000000049,FALSE,"adaptive",73
"p_hat",0.1,0.140307151721941,0.0725440200712406,0.259256610555777,TRUE,0.796000000000049,FALSE,"adaptive",73
"n_iter",NA,124,94,147,NA,0.796000000000049,FALSE,"adaptive",73
"mu",100,71.6132931356402,37.348464158778,145.591196469308,TRUE,5.28599999999983,FALSE,"fixed",73
"alpha",1,0.869761372106181,0.640505362861524,1.19000737210584,TRUE,5.28599999999983,FALSE,"fixed",73
"beta",9,5.33259318222984,1.98404849043421,14.7266162027449,TRUE,5.28599999999983,FALSE,"fixed",73
"p_hat",0.1,0.140230837254883,0.0697601128176159,0.252778982871475,TRUE,5.28599999999983,FALSE,"fixed",73
"n_iter",NA,1000,1000,1000,NA,5.28599999999983,FALSE,"fixed",73
"mu",100,75.3927372900691,31.0344138950442,203.655155653428,TRUE,0.81899999999996,FALSE,"adaptive",74
"alpha",1,0.967285991437109,0.687353969872129,1.35187566432374,TRUE,0.81899999999996,FALSE,"adaptive",74
"beta",9,6.64997484574539,1.77404549279402,26.2835998423964,TRUE,0.81899999999996,FALSE,"adaptive",74
"p_hat",0.1,0.126986066528725,0.0462106484301862,0.291468015541892,TRUE,0.81899999999996,FALSE,"adaptive",74
"n_iter",NA,131.5,102,152,NA,0.81899999999996,FALSE,"adaptive",74
"mu",100,75.353187235123,31.0653271747649,193.328506875101,TRUE,5.18000000000006,FALSE,"fixed",74
"alpha",1,0.967148412457407,0.699231095834554,1.37892097631704,TRUE,5.18000000000006,FALSE,"fixed",74
"beta",9,6.64525789344407,1.81795948653829,26.5213213975687,TRUE,5.18000000000006,FALSE,"fixed",74
"p_hat",0.1,0.127048974213007,0.0470189578410916,0.277723016645647,TRUE,5.18000000000006,FALSE,"fixed",74
"n_iter",NA,1000,1000,1000,NA,5.18000000000006,FALSE,"fixed",74
"mu",100,90.5823570547797,28.6550405620775,251.375841504866,TRUE,0.942000000000007,FALSE,"adaptive",75
"alpha",1,1.11432177875101,0.824891387054076,1.50394702494124,TRUE,0.942000000000007,FALSE,"adaptive",75
"beta",9,8.60811803525187,1.82705211693817,36.9356788786221,TRUE,0.942000000000007,FALSE,"adaptive",75
"p_hat",0.1,0.114613389238583,0.0392630400610159,0.318230079538247,TRUE,0.942000000000007,FALSE,"adaptive",75
"n_iter",NA,152,121,173,NA,0.942000000000007,FALSE,"adaptive",75
"mu",100,90.5783057725805,32.8938426051237,261.878539237086,TRUE,5.35899999999992,FALSE,"fixed",75
"alpha",1,1.11446311164701,0.835964655800622,1.50649545973524,TRUE,5.35899999999992,FALSE,"fixed",75
"beta",9,8.60926972264744,2.22856570170693,40.6060627384059,TRUE,5.35899999999992,FALSE,"fixed",75
"p_hat",0.1,0.114612683281099,0.0361718274126286,0.287419478527565,TRUE,5.35899999999992,FALSE,"fixed",75
"n_iter",NA,1000,1000,1000,NA,5.35899999999992,FALSE,"fixed",75
"mu",100,19215.9152593626,5168.5350271651,74946.8473739869,FALSE,83.259,FALSE,"adaptive",76
"alpha",1,1.35733315024958,1.13547610931017,1.68036638253123,FALSE,83.259,FALSE,"adaptive",76
"beta",9,2542.28965174716,621.38067641718,10114.2443430753,FALSE,83.259,FALSE,"adaptive",76
"p_hat",0.1,0.000533616951687314,0.000138412909582602,0.00204552887619543,FALSE,83.259,FALSE,"adaptive",76
"n_iter",NA,20000,20000,20000,NA,83.259,FALSE,"adaptive",76
"mu",100,863.512963233938,474.657070157517,1521.89938081878,FALSE,6.37299999999982,FALSE,"fixed",76
"alpha",1,1.33540703060241,1.08198530628395,1.61862475327725,FALSE,6.37299999999982,FALSE,"fixed",76
"beta",9,111.238837797329,56.6407351054024,215.606603596713,FALSE,6.37299999999982,FALSE,"fixed",76
"p_hat",0.1,0.0118624560408428,0.00654524097710848,0.021749738990885,FALSE,6.37299999999982,FALSE,"fixed",76
"n_iter",NA,1000,1000,1000,NA,6.37299999999982,FALSE,"fixed",76
"mu",100,206.955352724543,9.03100612530422,4209.52688110347,TRUE,3.78200000000015,FALSE,"adaptive",77
"alpha",1,1.26553609678261,0.917271308333344,1.71028830505493,TRUE,3.78200000000015,FALSE,"adaptive",77
"beta",9,24.4820544387984,0.728407835152701,788.516453477252,TRUE,3.78200000000015,FALSE,"adaptive",77
"p_hat",0.1,0.0491516320734455,0.00225257458141179,0.575189819143686,TRUE,3.78200000000015,FALSE,"adaptive",77
"n_iter",NA,305,253,326,NA,3.78200000000015,FALSE,"adaptive",77
