"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"n_iter",NA,1000,1000,1000,NA,5.97299999999996,FALSE,"fixed",101
"mu",100,147.291482317662,17.5716210379425,1117.08633278399,TRUE,1.74800000000005,FALSE,"adaptive",102
"alpha",1,1.07982526736412,0.780102883413813,1.46359393592929,TRUE,1.74800000000005,FALSE,"adaptive",102
"beta",9,14.9189120808851,1.1734473185383,168.012315621824,TRUE,1.74800000000005,FALSE,"adaptive",102
"p_hat",0.1,0.0674944055808436,0.00815784298049899,0.415756377438918,TRUE,1.74800000000005,FALSE,"adaptive",102
"n_iter",NA,227.5,183,250,NA,1.74800000000005,FALSE,"adaptive",102
"mu",100,146.982206534583,20.0788817420163,962.577395266332,TRUE,5.61400000000003,FALSE,"fixed",102
"alpha",1,1.07935018099463,0.781485873022766,1.46948149361466,TRUE,5.61400000000003,FALSE,"fixed",102
"beta",9,14.87958388456,1.44513499887885,128.25318928826,TRUE,5.61400000000003,FALSE,"fixed",102
"p_hat",0.1,0.0676329745182841,0.0100920000657299,0.376702482558191,TRUE,5.61400000000003,FALSE,"fixed",102
"n_iter",NA,1000,1000,1000,NA,5.61400000000003,FALSE,"fixed",102
"mu",100,64.1507353938296,38.3917454905849,107.054000360392,TRUE,0.740999999999985,FALSE,"adaptive",103
"alpha",1,0.911406941861981,0.6786047522306,1.21817048192555,TRUE,0.740999999999985,FALSE,"adaptive",103
"beta",9,4.62033134098385,2.07747155843158,10.9279953501707,TRUE,0.740999999999985,FALSE,"adaptive",103
"p_hat",0.1,0.164759591878794,0.0969254759162575,0.269030980354785,TRUE,0.740999999999985,FALSE,"adaptive",103
"n_iter",NA,114,75,135,NA,0.740999999999985,FALSE,"adaptive",103
"mu",100,64.1463927617965,38.9143352707458,105.581752987032,TRUE,5.30699999999979,FALSE,"fixed",103
"alpha",1,0.911373813117965,0.686811164238055,1.21854057177057,TRUE,5.30699999999979,FALSE,"fixed",103
"beta",9,4.6198129166313,2.07589752257075,10.3990273661456,TRUE,5.30699999999979,FALSE,"fixed",103
"p_hat",0.1,0.164770031757593,0.101064968485381,0.265829075670218,FALSE,5.30699999999979,FALSE,"fixed",103
"n_iter",NA,1000,1000,1000,NA,5.30699999999979,FALSE,"fixed",103
"mu",100,64.7620573722085,38.9490964274486,113.720235950896,TRUE,0.786999999999807,FALSE,"adaptive",104
"alpha",1,0.923074240035292,0.703731293088465,1.25997680822726,TRUE,0.786999999999807,FALSE,"adaptive",104
"beta",9,4.73614441090835,2.11209944795192,11.277740014492,TRUE,0.786999999999807,FALSE,"adaptive",104
"p_hat",0.1,0.163109838472379,0.0911869970002639,0.266646091780124,TRUE,0.786999999999807,FALSE,"adaptive",104
"n_iter",NA,113.5,77,136,NA,0.786999999999807,FALSE,"adaptive",104
"mu",100,64.7531061220869,36.0611323857285,111.666153810134,TRUE,5.56299999999965,FALSE,"fixed",104
"alpha",1,0.923055489018135,0.673333833104583,1.24680162511741,TRUE,5.56299999999965,FALSE,"fixed",104
"beta",9,4.73523228555894,1.78677498536488,11.428111165818,TRUE,5.56299999999965,FALSE,"fixed",104
"p_hat",0.1,0.163133358675298,0.0942516280300512,0.272676371028938,TRUE,5.56299999999965,FALSE,"fixed",104
"n_iter",NA,1000,1000,1000,NA,5.56299999999965,FALSE,"fixed",104
"mu",100,19170.2799493257,772.904209742428,448225.935129205,FALSE,62.7919999999999,FALSE,"adaptive",105
"alpha",1,1.36072254405583,1.14065446729897,1.62796971200532,FALSE,62.7919999999999,FALSE,"adaptive",105
"beta",9,2670.96642506527,101.400225746552,65969.5441030455,FALSE,62.7919999999999,FALSE,"adaptive",105
"p_hat",0.1,0.00050919010618634,2.16241332386707e-05,0.0123515655584855,FALSE,62.7919999999999,FALSE,"adaptive",105
"n_iter",NA,20000,20000,20000,NA,62.7919999999999,FALSE,"adaptive",105
"mu",100,858.399858037773,351.212844659396,2051.51871551412,FALSE,6.07900000000018,FALSE,"fixed",105
"alpha",1,1.3396541784644,1.10802603783833,1.63215173191109,FALSE,6.07900000000018,FALSE,"fixed",105
"beta",9,116.591295124087,46.9337026013267,287.712555674286,FALSE,6.07900000000018,FALSE,"fixed",105
"p_hat",0.1,0.0113596488995228,0.00474053956098823,0.0274023883765965,FALSE,6.07900000000018,FALSE,"fixed",105
"n_iter",NA,1000,1000,1000,NA,6.07900000000018,FALSE,"fixed",105
"mu",100,193.155848718217,11.6383908352048,1923.44615044799,TRUE,2.60300000000007,FALSE,"adaptive",106
"alpha",1,1.10555049978912,0.804929577049219,1.43890460540356,TRUE,2.60300000000007,FALSE,"adaptive",106
"beta",9,20.0056008249127,0.762275641139805,263.894611501363,TRUE,2.60300000000007,FALSE,"adaptive",106
"p_hat",0.1,0.0523680818153925,0.0050193688653158,0.513523888934326,TRUE,2.60300000000007,FALSE,"adaptive",106
"n_iter",NA,286,231,309,NA,2.60300000000007,FALSE,"adaptive",106
"mu",100,193.021036100511,11.5227432584835,2653.5705197049,TRUE,6.47000000000025,FALSE,"fixed",106
"alpha",1,1.10545313223081,0.807970308727843,1.55511735987283,TRUE,6.47000000000025,FALSE,"fixed",106
"beta",9,19.9894970942762,0.834831408372394,398.166574930159,TRUE,6.47000000000025,FALSE,"fixed",106
"p_hat",0.1,0.0524036852593161,0.00347642430721488,0.505328675654599,TRUE,6.47000000000025,FALSE,"fixed",106
"n_iter",NA,1000,1000,1000,NA,6.47000000000025,FALSE,"fixed",106
"mu",100,47.3145054196843,31.8936236711758,71.3085004270333,FALSE,0.518000000000029,FALSE,"adaptive",107
"alpha",1,1.00334343209434,0.759321796983374,1.33923935947178,TRUE,0.518000000000029,FALSE,"adaptive",107
"beta",9,3.80354401800849,1.86567260475463,7.6990150913415,FALSE,0.518000000000029,FALSE,"adaptive",107
"p_hat",0.1,0.208730377507149,0.137270805220652,0.295923126240898,FALSE,0.518000000000029,FALSE,"adaptive",107
"n_iter",NA,91,60,110,NA,0.518000000000029,FALSE,"adaptive",107
"mu",100,47.314597867229,31.1855142786754,70.2341668314179,FALSE,4.5590000000002,FALSE,"fixed",107
"alpha",1,1.00337638612746,0.747728728320708,1.33646879198901,TRUE,4.5590000000002,FALSE,"fixed",107
"beta",9,3.80365391238801,1.86468260658448,7.39091823952141,FALSE,4.5590000000002,FALSE,"fixed",107
"p_hat",0.1,0.20873103014086,0.140175463369181,0.312964293077399,FALSE,4.5590000000002,FALSE,"fixed",107
"n_iter",NA,1000,1000,1000,NA,4.5590000000002,FALSE,"fixed",107
"mu",100,116.065452758284,25.8776533872854,573.729036803687,TRUE,1.32099999999991,FALSE,"adaptive",108
"alpha",1,0.999426867941376,0.722681930984189,1.4126618995418,TRUE,1.32099999999991,FALSE,"adaptive",108
"beta",9,10.2139572801356,1.46440273161799,79.2191304002403,TRUE,1.32099999999991,FALSE,"adaptive",108
"p_hat",0.1,0.0891280326031432,0.0175809628419603,0.336541455433791,TRUE,1.32099999999991,FALSE,"adaptive",108
"n_iter",NA,186,155,208,NA,1.32099999999991,FALSE,"adaptive",108
"mu",100,115.995282699434,21.5159165198896,570.3412085098,TRUE,5.58100000000013,FALSE,"fixed",108
"alpha",1,0.999382726553781,0.701412771442551,1.40995635211456,TRUE,5.58100000000013,FALSE,"fixed",108
"beta",9,10.2068388548021,1.23549670660776,72.5006035555181,TRUE,5.58100000000013,FALSE,"fixed",108
"p_hat",0.1,0.0891810606544209,0.0169332688006772,0.382209597765488,TRUE,5.58100000000013,FALSE,"fixed",108
"n_iter",NA,1000,1000,1000,NA,5.58100000000013,FALSE,"fixed",108
"mu",100,19218.0077940825,6135.82636992263,61619.5407222787,FALSE,86.5510000000004,FALSE,"adaptive",109
"alpha",1,1.06196545189443,0.86803793999788,1.32098624514136,TRUE,86.5510000000004,FALSE,"adaptive",109
"beta",9,2187.18391042831,704.483223473896,7116.19109541483,FALSE,86.5510000000004,FALSE,"adaptive",109
"p_hat",0.1,0.000485304445720598,0.0001542358444985,0.0015221774974153,FALSE,86.5510000000004,FALSE,"adaptive",109
"n_iter",NA,20000,20000,20000,NA,86.5510000000004,FALSE,"adaptive",109
"mu",100,863.436466580534,506.090451188536,1553.1104921095,FALSE,6.6899999999996,FALSE,"fixed",109
"alpha",1,1.04388697007029,0.837121895608671,1.28332151049381,TRUE,6.6899999999996,FALSE,"fixed",109
"beta",9,95.7553328573326,53.2600768420917,177.298451775266,FALSE,6.6899999999996,FALSE,"fixed",109
"p_hat",0.1,0.0107840432178233,0.00603131283974713,0.0188670695231908,FALSE,6.6899999999996,FALSE,"fixed",109
"n_iter",NA,1000,1000,1000,NA,6.6899999999996,FALSE,"fixed",109
"mu",100,84.9531136801553,23.8165191657127,274.87769276308,TRUE,0.829000000000178,FALSE,"adaptive",110
"alpha",1,0.936026772249087,0.676379350959529,1.32667569662085,TRUE,0.829000000000178,FALSE,"adaptive",110
"beta",9,7.87923173252594,1.56632901774562,33.9897359953857,TRUE,0.829000000000178,FALSE,"adaptive",110
"p_hat",0.1,0.106182566483111,0.0337099678345047,0.318316942235224,TRUE,0.829000000000178,FALSE,"adaptive",110
"n_iter",NA,145,115,166,NA,0.829000000000178,FALSE,"adaptive",110
"mu",100,85.0026150720681,28.0722772650701,263.786172147301,TRUE,5.12199999999984,FALSE,"fixed",110
"alpha",1,0.936270344878933,0.654188654672559,1.3159731342336,TRUE,5.12199999999984,FALSE,"fixed",110
"beta",9,7.88626161701807,1.68952882300322,34.8017381768512,TRUE,5.12199999999984,FALSE,"fixed",110
"p_hat",0.1,0.106122635647286,0.0326303631427709,0.284071504203357,TRUE,5.12199999999984,FALSE,"fixed",110
"n_iter",NA,1000,1000,1000,NA,5.12199999999984,FALSE,"fixed",110
"mu",100,89.0417942464982,34.7361418897402,207.053539417279,TRUE,0.895000000000437,FALSE,"adaptive",111
"alpha",1,0.79012155087282,0.556303038816594,1.08910120276457,TRUE,0.895000000000437,FALSE,"adaptive",111
"beta",9,6.92048078714982,1.83369500670408,21.48069359789,TRUE,0.895000000000437,FALSE,"adaptive",111
"p_hat",0.1,0.102472091833418,0.0450510004446185,0.242766393954143,TRUE,0.895000000000437,FALSE,"adaptive",111
"n_iter",NA,149.5,115,172,NA,0.895000000000437,FALSE,"adaptive",111
"mu",100,89.0828377624572,33.8053494935925,229.981227668203,TRUE,5.49299999999994,FALSE,"fixed",111
"alpha",1,0.790179506882526,0.570743065829699,1.11420879756848,TRUE,5.49299999999994,FALSE,"fixed",111
"beta",9,6.92408461109276,1.92311518359181,23.9913780748354,TRUE,5.49299999999994,FALSE,"fixed",111
"p_hat",0.1,0.102430963575813,0.0413182649494787,0.247459593515757,TRUE,5.49299999999994,FALSE,"fixed",111
"n_iter",NA,1000,1000,1000,NA,5.49299999999994,FALSE,"fixed",111
"mu",100,113.080641801203,21.9676032948361,606.952428048712,TRUE,1.26800000000003,FALSE,"adaptive",112
"alpha",1,1.06507974764633,0.749100411009489,1.48672434474777,TRUE,1.26800000000003,FALSE,"adaptive",112
"beta",9,11.1689751638895,1.4035631834327,89.0463397929925,TRUE,1.26800000000003,FALSE,"adaptive",112
"p_hat",0.1,0.0870586044731611,0.0153455835856273,0.365552595252815,TRUE,1.26800000000003,FALSE,"adaptive",112
"n_iter",NA,183,148,204,NA,1.26800000000003,FALSE,"adaptive",112
"mu",100,113.085875730206,23.2152924899315,533.845295974849,TRUE,5.38599999999997,FALSE,"fixed",112
"alpha",1,1.06509232079661,0.758584701874374,1.4708008554784,TRUE,5.38599999999997,FALSE,"fixed",112
"beta",9,11.1696555300268,1.62173906039452,75.127793818016,TRUE,5.38599999999997,FALSE,"fixed",112
"p_hat",0.1,0.087054701395005,0.0171680083347887,0.338588785515667,TRUE,5.38599999999997,FALSE,"fixed",112
"n_iter",NA,1000,1000,1000,NA,5.38599999999997,FALSE,"fixed",112
"mu",100,134.836009367815,32.0954324539889,547.553971689518,TRUE,1.48100000000022,FALSE,"adaptive",113
"alpha",1,0.895426012073534,0.639945327089687,1.2090224618555,TRUE,1.48100000000022,FALSE,"adaptive",113
"beta",9,11.2337196095483,1.84609686110251,62.8162737253481,TRUE,1.48100000000022,FALSE,"adaptive",113
"p_hat",0.1,0.0738243269564936,0.0174815947788355,0.270432167318348,TRUE,1.48100000000022,FALSE,"adaptive",113
"n_iter",NA,210.5,161,234,NA,1.48100000000022,FALSE,"adaptive",113
"mu",100,134.799988916958,33.2976678978827,579.177246837453,TRUE,5.67599999999993,FALSE,"fixed",113
"alpha",1,0.895277236786513,0.649553469534044,1.26030467821335,TRUE,5.67599999999993,FALSE,"fixed",113
"beta",9,11.2289187419782,1.98662166466466,70.1721791543326,TRUE,5.67599999999993,FALSE,"fixed",113
"p_hat",0.1,0.0738421944312493,0.0173696316221844,0.25611159591401,TRUE,5.67599999999993,FALSE,"fixed",113
"n_iter",NA,1000,1000,1000,NA,5.67599999999993,FALSE,"fixed",113
"mu",100,149.326172776831,16.6873610541031,1094.42481682977,TRUE,1.94599999999991,FALSE,"adaptive",114
"alpha",1,0.847543566440397,0.585418903401863,1.22892951718896,TRUE,1.94599999999991,FALSE,"adaptive",114
"beta",9,12.1878214952801,0.953366724655798,141.697887418291,TRUE,1.94599999999991,FALSE,"adaptive",114
"p_hat",0.1,0.0650187825524949,0.00807855555423313,0.40919046268212,TRUE,1.94599999999991,FALSE,"adaptive",114
"n_iter",NA,227,189,254,NA,1.94599999999991,FALSE,"adaptive",114
"mu",100,149.525203600421,21.7163530798162,1099.90186973194,TRUE,6.19599999999991,FALSE,"fixed",114
"alpha",1,0.847643672257916,0.604728026917654,1.18261185960906,TRUE,6.19599999999991,FALSE,"fixed",114
"beta",9,12.2066107298619,1.18098447241657,136.110492443756,TRUE,6.19599999999991,FALSE,"fixed",114
"p_hat",0.1,0.0649323696434375,0.0083316928289947,0.350597575325061,TRUE,6.19599999999991,FALSE,"fixed",114
"n_iter",NA,1000,1000,1000,NA,6.19599999999991,FALSE,"fixed",114
"mu",100,61.844274402219,39.2097721988726,102.620116478742,TRUE,0.725999999999658,FALSE,"adaptive",115
"alpha",1,0.912618420415804,0.679799899363928,1.20440235496428,TRUE,0.725999999999658,FALSE,"adaptive",115
"beta",9,4.40425399788167,1.99535934954144,9.58248861452133,TRUE,0.725999999999658,FALSE,"adaptive",115
"p_hat",0.1,0.171645724895546,0.0999360072062236,0.264319186902936,TRUE,0.725999999999658,FALSE,"adaptive",115
"n_iter",NA,110.5,78,132,NA,0.725999999999658,FALSE,"adaptive",115
"mu",100,61.8399900775271,39.9344868940923,103.642563524764,TRUE,5.25300000000016,FALSE,"fixed",115
"alpha",1,0.912582410461854,0.684596548311815,1.2136224982164,TRUE,5.25300000000016,FALSE,"fixed",115
"beta",9,4.40374215576691,2.16353178455391,10.6284770161318,TRUE,5.25300000000016,FALSE,"fixed",115
"p_hat",0.1,0.171656639675258,0.0995522581663011,0.256522032109155,TRUE,5.25300000000016,FALSE,"fixed",115
"n_iter",NA,1000,1000,1000,NA,5.25300000000016,FALSE,"fixed",115
"mu",100,141.377187742455,19.7998341535312,933.608657177263,TRUE,1.77599999999984,FALSE,"adaptive",116
"alpha",1,1.02904727279257,0.735773027083361,1.41042061821783,TRUE,1.77599999999984,FALSE,"adaptive",116
"beta",9,13.1835638396467,1.15825674327851,119.770913852263,TRUE,1.77599999999984,FALSE,"adaptive",116
"p_hat",0.1,0.072403815502411,0.0102016816317107,0.405170276180446,TRUE,1.77599999999984,FALSE,"adaptive",116
"n_iter",NA,218,179,242,NA,1.77599999999984,FALSE,"adaptive",116
"mu",100,141.506813084122,20.4190855623779,890.434108406726,TRUE,6.23900000000003,FALSE,"fixed",116
"alpha",1,1.02918378332588,0.731003070432684,1.44313413059889,TRUE,6.23900000000003,FALSE,"fixed",116
"beta",9,13.1987683400683,1.30330697324,125.79244186905,TRUE,6.23900000000003,FALSE,"fixed",116
"p_hat",0.1,0.0723353420365852,0.0108032662215675,0.385729023555535,TRUE,6.23900000000003,FALSE,"fixed",116
"n_iter",NA,1000,1000,1000,NA,6.23900000000003,FALSE,"fixed",116
"mu",100,255.018507966556,3.43432573899854,27426.4135555861,TRUE,8.98999999999978,FALSE,"adaptive",117
"alpha",1,0.969330773820564,0.670797106611892,1.40720182272868,TRUE,8.98999999999978,FALSE,"adaptive",117
"beta",9,26.8023742807667,0.257473779726707,4511.30183106952,TRUE,8.98999999999978,FALSE,"adaptive",117
"p_hat",0.1,0.034903538400515,0.000273478958761683,0.741120776262387,TRUE,8.98999999999978,FALSE,"adaptive",117
"n_iter",NA,364,322,388,NA,8.98999999999978,FALSE,"adaptive",117
"mu",100,254.602637817497,3.5929084422731,29740.3996483634,TRUE,11.4429999999998,FALSE,"fixed",117
"alpha",1,0.969195236794916,0.708522433738443,1.3887338887204,TRUE,11.4429999999998,FALSE,"fixed",117
"beta",9,26.7534911686098,0.263328402636776,4479.01991002415,TRUE,11.4429999999998,FALSE,"fixed",117
"p_hat",0.1,0.0349603650462231,0.000273588762557402,0.750730021155323,TRUE,11.4429999999998,FALSE,"fixed",117
"n_iter",NA,1000,1000,1000,NA,11.4429999999998,FALSE,"fixed",117
"mu",100,79.7604797739155,35.0991754058356,181.230869104856,TRUE,0.834000000000287,FALSE,"adaptive",118
"alpha",1,1.05026468397256,0.779548058346371,1.45053496686467,TRUE,0.834000000000287,FALSE,"adaptive",118
"beta",9,7.24373484683185,2.18706275294096,23.2035497390524,TRUE,0.834000000000287,FALSE,"adaptive",118
"p_hat",0.1,0.126629460258807,0.0548243020435205,0.274996394126211,TRUE,0.834000000000287,FALSE,"adaptive",118
"n_iter",NA,137,102,158,NA,0.834000000000287,FALSE,"adaptive",118
"mu",100,79.8119698563741,33.711413079696,180.445556205893,TRUE,5.2819999999997,FALSE,"fixed",118
"alpha",1,1.05038699208198,0.790145347402035,1.44164754809979,TRUE,5.2819999999997,FALSE,"fixed",118
"beta",9,7.24971523771799,2.32135310995707,22.985397591808,TRUE,5.2819999999997,FALSE,"fixed",118
"p_hat",0.1,0.126551090938466,0.0549135841698086,0.274920401721802,TRUE,5.2819999999997,FALSE,"fixed",118
"n_iter",NA,1000,1000,1000,NA,5.2819999999997,FALSE,"fixed",118
"mu",100,89.4229030230682,25.2076407154453,282.739723868484,TRUE,0.855000000000018,FALSE,"adaptive",119
"alpha",1,1.01135341402318,0.707162943682919,1.43494649900033,TRUE,0.855000000000018,FALSE,"adaptive",119
"beta",9,8.63336032521117,1.69378005905089,41.494901298128,TRUE,0.855000000000018,FALSE,"adaptive",119
"p_hat",0.1,0.104860905296653,0.0324770160820155,0.308661030037207,TRUE,0.855000000000018,FALSE,"adaptive",119
"n_iter",NA,151,120,172,NA,0.855000000000018,FALSE,"adaptive",119
"mu",100,89.4041499301467,28.684318579505,298.073506149112,TRUE,5.02599999999984,FALSE,"fixed",119
"alpha",1,1.01130518918294,0.731594403173009,1.39666532378546,TRUE,5.02599999999984,FALSE,"fixed",119
"beta",9,8.63100210224943,1.98554692270462,43.3861718126243,TRUE,5.02599999999984,FALSE,"fixed",119
"p_hat",0.1,0.104882074239796,0.0282921330605769,0.296104862818403,TRUE,5.02599999999984,FALSE,"fixed",119
"n_iter",NA,1000,1000,1000,NA,5.02599999999984,FALSE,"fixed",119
"mu",100,19171.0942693053,971.625181965637,648530.490300706,FALSE,72.328,FALSE,"adaptive",120
"alpha",1,1.18125538320504,0.986035783423354,1.44424511494127,TRUE,72.328,FALSE,"adaptive",120
"beta",9,2272.71622492497,115.323906303655,76309.6441582811,FALSE,72.328,FALSE,"adaptive",120
"p_hat",0.1,0.000519484890341206,1.53806074805197e-05,0.0106911844219577,FALSE,72.328,FALSE,"adaptive",120
"n_iter",NA,20000,20000,20000,NA,72.328,FALSE,"adaptive",120
"mu",100,857.259663465835,330.957223105977,2086.46690934026,FALSE,6.41600000000017,FALSE,"fixed",120
"alpha",1,1.161443875704,0.965384521957528,1.42246602437598,TRUE,6.41600000000017,FALSE,"fixed",120
"beta",9,98.962451281685,37.2606571238383,248.959940072221,FALSE,6.41600000000017,FALSE,"fixed",120
"p_hat",0.1,0.0116000668359763,0.00477223367449143,0.0297485862104773,FALSE,6.41600000000017,FALSE,"fixed",120
"n_iter",NA,1000,1000,1000,NA,6.41600000000017,FALSE,"fixed",120
"mu",100,123.742407711914,27.3093675363322,535.740294307697,TRUE,1.39200000000028,FALSE,"adaptive",121
"alpha",1,0.916490780289845,0.641007340307691,1.29757827675712,TRUE,1.39200000000028,FALSE,"adaptive",121
"beta",9,10.6575370436871,1.66486489024225,67.4097469980188,TRUE,1.39200000000028,FALSE,"adaptive",121
"p_hat",0.1,0.079185119841446,0.0171595970937117,0.30173735370068,TRUE,1.39200000000028,FALSE,"adaptive",121
"n_iter",NA,195,161,219,NA,1.39200000000028,FALSE,"adaptive",121
"mu",100,123.717352987884,26.4730941323345,556.490304206692,TRUE,5.77299999999968,FALSE,"fixed",121
"alpha",1,0.916390182755481,0.65248267127427,1.27830982456344,TRUE,5.77299999999968,FALSE,"fixed",121
"beta",9,10.6548112314888,1.54223086451944,65.6611496316769,TRUE,5.77299999999968,FALSE,"fixed",121
"p_hat",0.1,0.0791957680061982,0.0174092547006031,0.316760837114598,TRUE,5.77299999999968,FALSE,"fixed",121
"n_iter",NA,1000,1000,1000,NA,5.77299999999968,FALSE,"fixed",121
"mu",100,125.145492394311,27.9848225275125,460.169613251938,TRUE,1.2199999999998,FALSE,"adaptive",122
"alpha",1,1.08841992639105,0.818123622382423,1.42436507266011,TRUE,1.2199999999998,FALSE,"adaptive",122
"beta",9,12.1902441928259,1.86247737831041,67.7439844321983,TRUE,1.2199999999998,FALSE,"adaptive",122
"p_hat",0.1,0.0819675772064961,0.0211963510314365,0.308317123407492,TRUE,1.2199999999998,FALSE,"adaptive",122
"n_iter",NA,199.5,159,221,NA,1.2199999999998,FALSE,"adaptive",122
"mu",100,125.18899471436,26.9642741163215,571.89203525131,TRUE,5.36999999999989,FALSE,"fixed",122
"alpha",1,1.08830719667116,0.806243989253526,1.44926411161031,TRUE,5.36999999999989,FALSE,"fixed",122
"beta",9,12.1942920634297,1.80344181151195,78.323957291299,TRUE,5.36999999999989,FALSE,"fixed",122
"p_hat",0.1,0.0819348062348224,0.0165835326808306,0.319965656045237,TRUE,5.36999999999989,FALSE,"fixed",122
"n_iter",NA,1000,1000,1000,NA,5.36999999999989,FALSE,"fixed",122
"mu",100,210.612319508907,7.55145040289184,6429.7201256178,TRUE,4.33600000000024,FALSE,"adaptive",123
"alpha",1,1.29552444002351,0.928254878058771,1.74978156458648,TRUE,4.33600000000024,FALSE,"adaptive",123
"beta",9,24.1371103994807,0.524308458141895,1189.96169249259,TRUE,4.33600000000024,FALSE,"adaptive",123
"p_hat",0.1,0.0509394503636403,0.00145121776058977,0.628444021303477,TRUE,4.33600000000024,FALSE,"adaptive",123
"n_iter",NA,308.5,266,331,NA,4.33600000000024,FALSE,"adaptive",123
"mu",100,210.653634008045,5.97307380181782,6078.06842863481,TRUE,7.63000000000011,FALSE,"fixed",123
"alpha",1,1.29554258472333,0.938709629101574,1.89445226020437,TRUE,7.63000000000011,FALSE,"fixed",123
"beta",9,24.1424067080139,0.444321752581593,1039.29096487861,TRUE,7.63000000000011,FALSE,"fixed",123
"p_hat",0.1,0.0509295214725985,0.00159775851381597,0.683382355678588,TRUE,7.63000000000011,FALSE,"fixed",123
"n_iter",NA,1000,1000,1000,NA,7.63000000000011,FALSE,"fixed",123
"mu",100,71.5473227233352,32.7142888004366,171.205798153612,TRUE,0.722999999999956,FALSE,"adaptive",124
"alpha",1,0.986587728062998,0.711105743541534,1.36876879666206,TRUE,0.722999999999956,FALSE,"adaptive",124
"beta",9,6.32596981296524,1.9066996267225,24.9170399304446,TRUE,0.722999999999956,FALSE,"adaptive",124
"p_hat",0.1,0.134916918263904,0.0547004494984659,0.280457243948994,TRUE,0.722999999999956,FALSE,"adaptive",124
"n_iter",NA,125.5,96,146,NA,0.722999999999956,FALSE,"adaptive",124
"mu",100,71.553741759805,31.8856321137809,162.132521874219,TRUE,5.0329999999999,FALSE,"fixed",124
"alpha",1,0.986624515789178,0.722457290203888,1.31115604037475,TRUE,5.0329999999999,FALSE,"fixed",124
"beta",9,6.32692278554068,1.93761845792667,20.7672299464359,TRUE,5.0329999999999,FALSE,"fixed",124
"p_hat",0.1,0.134903689706058,0.0572047936156352,0.284925788104518,TRUE,5.0329999999999,FALSE,"fixed",124
"n_iter",NA,1000,1000,1000,NA,5.0329999999999,FALSE,"fixed",124
"mu",100,70.9047454014868,39.122625995553,136.600193972077,TRUE,0.813999999999851,FALSE,"adaptive",125
"alpha",1,0.904209548955408,0.692057067784648,1.25841666612702,TRUE,0.813999999999851,FALSE,"adaptive",125
"beta",9,5.10364043163915,2.12276096690932,13.7350626017692,TRUE,0.813999999999851,FALSE,"adaptive",125
"p_hat",0.1,0.150504681687462,0.0787624495317191,0.261162176167181,TRUE,0.813999999999851,FALSE,"adaptive",125
"n_iter",NA,123,85,145,NA,0.813999999999851,FALSE,"adaptive",125
"mu",100,70.9157331901686,39.1492709397311,125.636109958577,TRUE,5.30999999999995,FALSE,"fixed",125
"alpha",1,0.904100315614787,0.669015446909984,1.26062758868772,TRUE,5.30999999999995,FALSE,"fixed",125
"beta",9,5.10398273282511,2.12941544830858,12.642376037553,TRUE,5.30999999999995,FALSE,"fixed",125
"p_hat",0.1,0.150480662188841,0.0833761883415111,0.254872754169868,TRUE,5.30999999999995,FALSE,"fixed",125
"n_iter",NA,1000,1000,1000,NA,5.30999999999995,FALSE,"fixed",125
"mu",100,97.9753626308752,37.8187212612564,259.040775932417,TRUE,1.01800000000003,FALSE,"adaptive",126
"alpha",1,1.08284647920309,0.812972428110469,1.42725218827079,TRUE,1.01800000000003,FALSE,"adaptive",126
"beta",9,9.39720382790496,2.62202963303429,36.4296021816579,TRUE,1.01800000000003,FALSE,"adaptive",126
"p_hat",0.1,0.103324549737004,0.0375047847515061,0.240966143515139,TRUE,1.01800000000003,FALSE,"adaptive",126
"n_iter",NA,162,114,183,NA,1.01800000000003,FALSE,"adaptive",126
"mu",100,97.9164420941563,33.6258901274839,288.208389814418,TRUE,5.19900000000007,FALSE,"fixed",126
"alpha",1,1.08291762566998,0.825231972408659,1.41988755146379,TRUE,5.19900000000007,FALSE,"fixed",126
"beta",9,9.39118108266925,2.39541558207115,39.3947244364028,TRUE,5.19900000000007,FALSE,"fixed",126
"p_hat",0.1,0.103390053485727,0.033874987248622,0.275197166515928,TRUE,5.19900000000007,FALSE,"fixed",126
"n_iter",NA,1000,1000,1000,NA,5.19900000000007,FALSE,"fixed",126
"mu",100,78.1942383107885,33.3763752751164,169.0665533667,TRUE,0.855000000000018,FALSE,"adaptive",127
"alpha",1,0.95726532189981,0.711111565507608,1.28387251291771,TRUE,0.855000000000018,FALSE,"adaptive",127
"beta",9,6.58951994900957,2.05834085412989,19.3729033380044,TRUE,0.855000000000018,FALSE,"adaptive",127
"p_hat",0.1,0.126844118063062,0.057020890926925,0.278302822848829,TRUE,0.855000000000018,FALSE,"adaptive",127
"n_iter",NA,132.5,101,156,NA,0.855000000000018,FALSE,"adaptive",127
"mu",100,78.1908163069282,35.7822519276844,160.039791488231,TRUE,5.30999999999995,FALSE,"fixed",127
"alpha",1,0.957246910765354,0.7294552241026,1.2770920750613,TRUE,5.30999999999995,FALSE,"fixed",127
"beta",9,6.5892094980978,2.20851288708211,18.7555641660985,TRUE,5.30999999999995,FALSE,"fixed",127
"p_hat",0.1,0.126847206013287,0.0590515038023626,0.257159044409096,TRUE,5.30999999999995,FALSE,"fixed",127
"n_iter",NA,1000,1000,1000,NA,5.30999999999995,FALSE,"fixed",127
"mu",100,116.573194807795,32.7624296944941,492.480473649089,TRUE,1.24800000000005,FALSE,"adaptive",128
