"parameter","true","point","lwr","upr","lwr_exact","upr_exact","time","implementation","method","replicate"
"beta",0.1,0.0906875835047504,0.0649879920851691,0.12655011392186,0.0551452403982298,0.126229926611271,4.35899999999999,"Full","Adaptive",9
"mu",1500,931.017571515379,894.313172574549,969.228392303636,566.163499646766,1295.87164338399,4.357,"Bessel","Fixed",10
"beta",0.1,0.0616856091877721,0.0592541103775846,0.0642168848138846,0.0375117950982893,0.085859423277255,4.357,"Bessel","Fixed",10
"mu",1500,2337.36570502342,1579.42320523182,3459.03391878918,1421.2299312241,3253.50147882273,22.906,"Bessel","Adaptive",10
"beta",0.1,0.154863853608704,0.104645573997805,0.229181342681929,0.0941646159778804,0.215563091239528,22.906,"Bessel","Adaptive",10
"mu",1500,930.068090584384,893.388696024173,968.253411950354,565.586175900708,1294.55000526806,3.557,"Full","Fixed",10
"beta",0.1,0.0616227105745303,0.0591928676069137,0.0641522976006115,0.0374735501360827,0.0857718710129778,3.557,"Full","Fixed",10
"mu",1500,2334.81146127045,2189.43904478584,2489.83618551166,1419.67818893236,3249.94473360854,16.167,"Full","Adaptive",10
"beta",0.1,0.154695569457136,0.145088343299511,0.164938951437792,0.094062381278215,0.215328757636058,16.167,"Full","Adaptive",10
"mu",1500,924.224104042475,873.112440140916,978.327824942288,562.032945945455,1286.4152621395,3.356,"Bessel","Fixed",11
"beta",0.1,0.0620694065361996,0.058640778023701,0.0656985012408754,0.0377452300324588,0.0863935830399404,3.356,"Bessel","Fixed",11
"mu",1500,1699.37500827383,1148.16163746896,2515.21678176932,1033.33066493216,2365.4193516155,25.664,"Bessel","Adaptive",11
"beta",0.1,0.114127292611838,0.0771086890913627,0.168917914081969,0.06939682564903,0.158857759574645,25.664,"Bessel","Adaptive",11
"mu",1500,923.289762387034,872.262291495275,977.302347746078,561.464926068616,1285.11459870545,3.023,"Full","Fixed",11
"beta",0.1,0.0620066581654852,0.0585836677371038,0.0656296508116413,0.0377070830425305,0.08630623328844,3.023,"Full","Fixed",11
"mu",1500,1699.37953388369,1435.31360829104,2012.02774327571,1033.33305033734,2365.42601743004,7.345,"Full","Adaptive",11
"beta",0.1,0.114127671927544,0.096399668524628,0.1351158743484,0.069397031686778,0.15885831216831,7.345,"Full","Adaptive",11
"mu",1500,925.605113192191,877.761285258767,976.056747951646,562.872636043065,1288.33759034132,2.992,"Bessel","Fixed",14
"beta",0.1,0.0614039352310913,0.0582335882273842,0.0647468819393653,0.0373405401443212,0.0854673303178614,2.992,"Bessel","Fixed",14
"mu",1500,1829.91376433508,1236.3359836987,2708.47441881063,1112.69968586335,2547.12784280681,16.312,"Bessel","Adaptive",14
"beta",0.1,0.12139525059094,0.0820177439740161,0.179678276333788,0.0738157501355936,0.168974751046286,16.312,"Bessel","Adaptive",14
"mu",1500,924.667882742105,876.891868041704,975.046895216622,562.302841046027,1287.03292443818,2.991,"Full","Fixed",14
"beta",0.1,0.0613417610093176,0.0581758984566334,0.0646799060014379,0.0373027409452328,0.0853807810734024,2.991,"Full","Fixed",14
"mu",1500,1830.22976820947,1605.55345255234,2086.34661095527,1112.89086456076,2547.56867185819,7.72899999999999,"Full","Adaptive",14
"beta",0.1,0.121416045034092,0.106521045569514,0.138393834879329,0.0738283300143951,0.16900376005379,7.72899999999999,"Full","Adaptive",14
"mu",1500,919.18942608957,849.772700804103,994.276705094637,558.971964857545,1279.4068873216,3.776,"Bessel","Fixed",18
"beta",0.1,0.0618177262040951,0.0571551203094164,0.06686069861032,0.0375922251698766,0.0860432272383136,3.776,"Bessel","Fixed",18
"mu",1500,1413.52786460923,955.067478106398,2092.06267601977,859.533263896201,1967.52246532226,9.421,"Bessel","Adaptive",18
"beta",0.1,0.0950631895386042,0.0642306125670444,0.140696307322613,0.057805704172014,0.132320674905194,9.421,"Bessel","Adaptive",18
"mu",1500,918.264409922834,849.046913127271,993.124777316674,558.409501496021,1278.11931834965,2.231,"Full","Fixed",18
"beta",0.1,0.0617555033221168,0.0571062671130131,0.0667832513552425,0.0375543900559503,0.0859566165882833,2.231,"Full","Fixed",18
"mu",1500,1413.52780781933,1048.11380132266,1906.33961785169,859.533019844975,1967.52259579369,3.886,"Full","Adaptive",18
"beta",0.1,0.0950632487115179,0.0704882868155323,0.128205999377425,0.0578057260630338,0.132320771360002,3.886,"Full","Adaptive",18
"mu",1500,932.215538524305,896.44636940899,969.411935751485,566.891824425036,1297.53925262357,3.633,"Bessel","Fixed",19
"beta",0.1,0.0620468151772623,0.059666895049518,0.0645216626480457,0.0377314374219521,0.0863621929325724,3.633,"Bessel","Fixed",19
"mu",1500,2881.8970718397,1946.83966860083,4266.05789199232,1752.3105960954,4011.48354758401,11.751,"Bessel","Adaptive",19
"beta",0.1,0.191814589692632,0.12957862231206,0.283942182456193,0.116631069613296,0.266998109771968,11.751,"Bessel","Adaptive",19
"mu",1500,931.26624522164,895.523933635217,968.435110347905,566.314628542436,1296.21786190084,2.758,"Full","Fixed",19
"beta",0.1,0.0619836339490859,0.0596054985246249,0.0644566520309705,0.0376930215346017,0.0862742463635701,2.758,"Full","Fixed",19
"mu",1500,2881.95295428841,2730.77121824717,3041.50445677501,1752.34717387033,4011.55873470649,17.058,"Full","Adaptive",19
"beta",0.1,0.19181825509185,0.181789627571695,0.202400123032163,0.116633471308672,0.267003038875028,17.058,"Full","Adaptive",19
"mu",1500,920.822390999461,859.007215476464,987.085859687049,559.964732900572,1281.68004909835,4.39,"Bessel","Fixed",20
"beta",0.1,0.0619148166724835,0.0577633941493872,0.0663645995883348,0.0376512497083875,0.0861783836365795,4.39,"Bessel","Fixed",20
"mu",1500,1452.43420259644,981.349471589446,2149.65735850981,883.188812350367,2021.67959284252,15.754,"Bessel","Adaptive",20
"beta",0.1,0.0976596559319773,0.0659845737408048,0.144539971330515,0.059384387521941,0.135934924342014,15.754,"Bessel","Adaptive",20
"mu",1500,919.888601865646,858.180573036721,986.033786395355,559.396962225818,1280.38024150547,2.303,"Full","Fixed",20
"beta",0.1,0.0618520303353432,0.0577077942752765,0.0662938811758265,0.0376130738079779,0.0860909868627086,2.303,"Full","Fixed",20
"mu",1500,1452.53415100641,1121.03824496913,1882.05484452317,883.249293447796,2021.81900856502,4.91,"Full","Adaptive",20
"beta",0.1,0.0976663764064308,0.0753786107655701,0.126544134781528,0.0593884542369056,0.135944298575956,4.91,"Full","Adaptive",20
"mu",1500,925.705541828833,877.872234796458,976.145179453478,562.933711736595,1288.47737192107,3.794,"Bessel","Fixed",21
"beta",0.1,0.0618149124800623,0.0586245172707959,0.0651789316621162,0.0375904610599257,0.0860393639001989,3.794,"Bessel","Fixed",21
"mu",1500,1778.40537756137,1201.59335704679,2632.10983016116,1081.38178838851,2475.42896673423,11.275,"Bessel","Adaptive",21
"beta",0.1,0.118754572755287,0.0802373905540849,0.175761555216389,0.0722102136474193,0.165298931863155,11.275,"Bessel","Adaptive",21
"mu",1500,924.773251494719,877.030136271244,975.115370967845,562.366880207623,1287.17962278181,3.49,"Full","Fixed",21
"beta",0.1,0.0617527371523358,0.0585683450167598,0.0651102663856089,0.0375526585360355,0.0859528157686361,3.49,"Full","Fixed",21
"mu",1500,1778.07564824549,1552.82013482907,2036.00722322655,1081.18041322674,2474.97088326424,4.294,"Full","Adaptive",21
"beta",0.1,0.118733217339772,0.103702671924044,0.135942272636708,0.0721971695151583,0.165269265164385,4.294,"Full","Adaptive",21
"mu",1500,920.678146488899,853.980577225894,992.584927605463,559.877070609712,1281.47922236809,3.51700000000001,"Bessel","Fixed",22
"beta",0.1,0.0617981765336491,0.0573281349920727,0.0666167602244893,0.0375803229159176,0.0860160301513807,3.51700000000001,"Bessel","Fixed",22
"mu",1500,1707.7571149772,1153.81997122897,2527.63380464707,1038.42708357542,2377.08714637898,18.288,"Bessel","Adaptive",22
"beta",0.1,0.114629013056959,0.0774473391955123,0.169661227498617,0.069701874275872,0.159556151838045,18.288,"Bessel","Adaptive",22
"mu",1500,919.747066509406,853.202285676984,991.481950474899,559.310939351336,1280.18319366748,2.86300000000001,"Full","Fixed",22
"beta",0.1,0.0617357688347718,0.0572759549679374,0.066542847792829,0.0375423767205894,0.0859291609489542,2.86300000000001,"Full","Fixed",22
"mu",1500,1707.75107871325,1481.815763352,1968.13518858044,1038.42315938085,2377.07899804565,5.333,"Full","Adaptive",22
"beta",0.1,0.114628617649597,0.0994724244286215,0.132094096024433,0.069701616809894,0.1595556184893,5.333,"Full","Adaptive",22
"mu",1500,928.259429566098,886.726994714662,971.737156660774,564.486470415473,1292.03238871672,3.562,"Bessel","Fixed",23
"beta",0.1,0.0613756972617464,0.0586315502281948,0.0642482792916855,0.0373233490693076,0.0854280454541852,3.562,"Bessel","Fixed",23
"mu",1500,2102.70989539385,1420.61383751421,3112.30876923159,1278.55824080794,2926.86154997976,22.768,"Bessel","Adaptive",23
"beta",0.1,0.139029149417481,0.093929568408656,0.205782957541696,0.0845370372249779,0.193521261609984,22.768,"Bessel","Adaptive",23
"mu",1500,927.319042302621,885.835738653819,970.744991079102,563.914720741418,1290.72336386382,3.34400000000001,"Full","Fixed",23
"beta",0.1,0.0613135135419231,0.0585726064798101,0.0641826814408786,0.0372855417492714,0.0853414853345749,3.34400000000001,"Full","Fixed",23
"mu",1500,2104.54297026384,1947.24085774609,2274.5522702382,1279.67572597608,2929.41021455161,7.009,"Full","Adaptive",23
"beta",0.1,0.139150196589128,0.128768565382267,0.150368819853758,0.0846108306439487,0.193689562534308,7.009,"Full","Adaptive",23
"mu",1500,913.139448418508,NA,NA,555.293475629644,1270.98542120737,3.55,"Bessel","Fixed",26
"beta",0.1,0.0606818009708003,NA,NA,0.0369014921290515,0.0844621098125491,3.55,"Bessel","Fixed",26
"mu",1500,1374.62371180876,928.914067243181,2034.19284485032,835.87930368298,1913.36811993453,8.622,"Bessel","Adaptive",26
"beta",0.1,0.0913493370583661,0.0617301304284279,0.135180362054768,0.0555475797458613,0.127151094370871,8.622,"Bessel","Adaptive",26
"mu",1500,912.227265285737,NA,NA,554.738820337027,1269.71571023445,2.67400000000001,"Full","Fixed",26
"beta",0.1,0.0606211952204271,NA,NA,0.0368646406479276,0.0843777497929267,2.67400000000001,"Full","Fixed",26
"mu",1500,1373.6635485278,1061.11873528668,1778.26616551464,835.295264928219,1912.03183212737,3.14,"Full","Adaptive",26
"beta",0.1,0.0912854966045852,0.0705181064603333,0.118168826541494,0.0555087475038201,0.12706224570535,3.14,"Full","Adaptive",26
"mu",1500,926.719389663347,881.564381276747,974.187303182798,563.550148717749,1289.88863060894,3.148,"Bessel","Fixed",30
"beta",0.1,0.0624123553625741,0.0593744212246584,0.0656057275432691,0.037953767384948,0.0868709433402002,3.148,"Bessel","Fixed",30
"mu",1500,2038.10801351169,1376.95910535524,3016.70852720708,1239.28359415456,2836.93243286883,20.327,"Bessel","Adaptive",30
"beta",0.1,0.13726150683737,0.0927347718422974,0.203167818122263,0.0834626685164693,0.191060345158271,20.327,"Bessel","Adaptive",30
"mu",1500,925.772066678992,880.643547818731,973.213193426481,562.974115463192,1288.57001789479,2.70100000000001,"Full","Fixed",30
"beta",0.1,0.0623484255768759,0.0593122703838651,0.0655399995103325,0.0379148939604324,0.0867819571933193,2.70100000000001,"Full","Fixed",30
"mu",1500,2038.10745878865,1869.44728646873,2221.98402898877,1239.28277617816,2836.93214139913,13.187,"Full","Adaptive",30
"beta",0.1,0.137261469539896,0.125919951797783,0.149624509470178,0.0834626134653367,0.191060325614455,13.187,"Full","Adaptive",30
"mu",1500,916.148446507083,826.592489651611,1015.40721279853,557.122948359767,1275.1739446544,4.096,"Bessel","Fixed",31
"beta",0.1,0.061196492257111,0.0552214075923509,0.0678180949718022,0.0372144605227945,0.0851785239914276,4.096,"Bessel","Fixed",31
"mu",1500,1274.11419336744,860.926989416921,1885.60353862274,774.768565245803,1773.45982148908,7.02500000000001,"Bessel","Adaptive",31
"beta",0.1,0.0851070161242753,0.0575071567510497,0.125953091802708,0.0517522221463396,0.118461810102211,7.02500000000001,"Bessel","Adaptive",31
"mu",1500,915.230926634588,826.109489847647,1013.96686439577,556.565086601642,1273.89676666753,3.08799999999999,"Full","Fixed",31
"beta",0.1,0.0611351813749222,0.0551890743466964,0.0677219258700677,0.0371771828575081,0.0850931798923362,3.08799999999999,"Full","Fixed",31
"mu",1500,1273.83629613017,675.931436117354,2400.62648759082,774.599496741544,1773.07309551879,2.76400000000001,"Full","Adaptive",31
"beta",0.1,0.0850892001673503,0.0451445771192849,0.160377446132429,0.0517413829610607,0.11843701737364,2.76400000000001,"Full","Adaptive",31
"mu",1500,928.328077096497,887.238589861299,971.32048647749,564.528238018642,1292.12791617435,3.55199999999999,"Bessel","Fixed",32
"beta",0.1,0.0614832963119291,0.0587635551072717,0.0643289147240974,0.0373887829000173,0.085577809723841,3.55199999999999,"Bessel","Fixed",32
"mu",1500,1997.07655768557,1349.24474690473,2955.96094511894,1214.33466064419,2779.81845472696,17.4,"Bessel","Adaptive",32
"beta",0.1,0.132266660582436,0.0893606685559415,0.195773708772976,0.0804255549316805,0.184107766233191,17.4,"Bessel","Adaptive",32
"mu",1500,927.387412703709,886.346488399822,970.328674505135,563.956336910919,1290.8184884965,3.786,"Full","Fixed",32
"beta",0.1,0.0614210384497718,0.0587045054458157,0.0642632781862103,0.0373509316375257,0.085491145262018,3.786,"Full","Fixed",32
"mu",1500,1997.07576762599,1810.62729430668,2202.72368265945,1214.33426882488,2779.8172664271,13.197,"Full","Adaptive",32
"beta",0.1,0.132266610520684,0.119932770950724,0.145868857360247,0.0804255303580748,0.184107690683293,13.197,"Full","Adaptive",32
"mu",1500,925.746621920947,879.768941785321,974.127145542231,562.958681691534,1288.53456215036,4.282,"Bessel","Fixed",33
"beta",0.1,0.0616603983407814,0.0586004278301554,0.064880153000988,0.0374964982215894,0.0858242984599735,4.282,"Bessel","Fixed",33
"mu",1500,1759.85832450079,1189.10830480889,2604.55781007472,1070.104685504,2449.61196349757,9.059,"Bessel","Adaptive",33
"beta",0.1,0.117216088842818,0.0792007320378668,0.173478339531488,0.0712747635084402,0.163157414177196,9.059,"Bessel","Adaptive",33
"mu",1500,924.803471661842,878.866404337097,973.141602611257,562.385262329633,1287.22168099405,2.75399999999999,"Full","Fixed",33
"beta",0.1,0.0615975443261968,0.0585402728221686,0.0648144821351248,0.0374582840422297,0.0857368046101639,2.75399999999999,"Full","Fixed",33
"mu",1500,1759.15016659113,1545.59059196687,2002.21800307382,1069.67357020336,2448.62676297889,6.47800000000001,"Full","Adaptive",33
"beta",0.1,0.117170116492942,0.102956048882794,0.133346572133887,0.0712467754091853,0.163093457576698,6.47800000000001,"Full","Adaptive",33
"mu",1500,920.956407558074,859.52712453262,986.775961356045,560.046196606543,1281.86661850961,6.352,"Bessel","Fixed",34
"beta",0.1,0.0616106172790084,0.0575061099300225,0.0660080844647556,0.0374662596345682,0.0857549749234486,6.352,"Bessel","Fixed",34
"mu",1500,1380.37390832674,932.672023735253,2042.98196825739,839.375387866094,1921.37242878739,8.473,"Bessel","Adaptive",34
"beta",0.1,0.0923450674034737,0.0623944679780485,0.136672556880399,0.0561530294811713,0.128537105325776,8.473,"Bessel","Adaptive",34
"mu",1500,920.026799412366,858.736189331256,985.691906493585,559.481008035238,1280.57259078949,4.178,"Full","Fixed",34
"beta",0.1,0.0615484793742919,0.0574532244099617,0.0659356433375531,0.0374284806761707,0.0856684780724132,4.178,"Full","Fixed",34
"mu",1500,1380.36691002107,982.37514344152,1939.59794178622,839.370919084228,1921.36290095791,3.19800000000001,"Full","Adaptive",34
"beta",0.1,0.0923445042565192,0.0657185964891088,0.1297579060106,0.0561526727766813,0.128536335736357,3.19800000000001,"Full","Adaptive",34
"mu",1500,924.622372857085,876.366641213493,975.535229415009,562.275212931587,1286.96953278258,3.705,"Bessel","Fixed",35
"beta",0.1,0.0614737948869314,0.0582681300166702,0.0648558218140751,0.037383035631028,0.0855645541428349,3.705,"Bessel","Fixed",35
"mu",1500,1610.34990650255,1088.02255144428,2383.43113194707,979.202451555404,2241.49736144971,9.64800000000001,"Bessel","Adaptive",35
"beta",0.1,0.107064596269871,0.0723375066049381,0.158463130849025,0.0651025685280661,0.149026624011676,9.64800000000001,"Bessel","Adaptive",35
"mu",1500,923.687031383972,875.502823289209,974.523107465862,561.706443114001,1285.66761965394,2.95400000000001,"Full","Fixed",35
"beta",0.1,0.0614116059495283,0.0582106844514672,0.0647885414995337,0.0373452192915857,0.085477992607471,2.95400000000001,"Full","Fixed",35
"mu",1500,1611.17493746585,1359.7878691657,1909.03650340021,979.703903763913,2242.64597116779,6.43300000000001,"Full","Adaptive",35
"beta",0.1,0.10711925926974,0.0904123326374867,0.126913390814787,0.0651357925415145,0.149102725997966,6.43300000000001,"Full","Adaptive",35
"mu",1500,929.37946742907,889.534599604193,971.009103932633,565.167489959696,1293.59144489844,2.905,"Bessel","Fixed",38
"beta",0.1,0.0622006439288565,0.0595356024180371,0.0649849829014621,0.0378250037096194,0.0865762841480936,2.905,"Bessel","Fixed",38
"mu",1500,2231.83047517118,1507.80421548838,3303.52390498485,1357.06735710828,3106.59359323407,21.501,"Bessel","Adaptive",38
"beta",0.1,0.149369872471953,0.100912916945165,0.221095172726115,0.0908245408072794,0.207915204136626,21.501,"Bessel","Adaptive",38
"mu",1500,928.435484127843,888.62974569646,970.024301304611,564.593518769846,1292.27744948584,2.96899999999999,"Full","Fixed",38
"beta",0.1,0.0621374657208355,0.0594750361660895,0.0649190802579023,0.037786589395302,0.086488342046369,2.96899999999999,"Full","Fixed",38
"mu",1500,2231.83245872234,2065.22944010907,2411.87542026494,1357.06857993026,3106.59633751441,7.976,"Full","Adaptive",38
"beta",0.1,0.149370004867795,0.138240909075377,0.161395049435328,0.0908246224298387,0.207915387305752,7.976,"Full","Adaptive",38
"mu",1500,902.971356979858,NA,NA,549.111200265285,1256.83151369443,2.89200000000001,"Bessel","Fixed",42
"beta",0.1,0.0599610815714874,NA,NA,0.0364632844845139,0.0834588786584609,2.89200000000001,"Bessel","Fixed",42
"mu",1500,990.030075994781,668.9753089395,1465.16551250305,602.043478059322,1378.01667393024,9.45999999999999,"Bessel","Adaptive",42
"beta",0.1,0.065742132197457,0.0444227518678845,0.0972931158952476,0.039978201554557,0.091506062840357,9.45999999999999,"Bessel","Adaptive",42
"mu",1500,902.117432316277,NA,NA,548.592010455632,1255.64285417692,2.56999999999999,"Full","Fixed",42
"beta",0.1,0.0599043759056438,NA,NA,0.0364288071995104,0.0833799446117771,2.56999999999999,"Full","Fixed",42
"mu",1500,990.018422089383,508.679354671685,1926.82574410545,602.036420706527,1378.00042347224,3.81,"Full","Adaptive",42
"beta",0.1,0.0657413689696947,0.0337733529198343,0.127968567535128,0.0399777393872463,0.0915049985521431,3.81,"Full","Adaptive",42
"mu",1500,924.571429003856,874.248429165212,977.791093255358,562.244147105791,1286.89871090192,3.49799999999999,"Bessel","Fixed",43
"beta",0.1,0.0620164120329393,0.058645045694467,0.0655815903269416,0.037713002582817,0.0863198214830616,3.49799999999999,"Bessel","Fixed",43
"mu",1500,1876.35315965757,1267.70191516542,2777.23109639505,1140.93492724883,2611.77139206632,25.747,"Bessel","Adaptive",43
"beta",0.1,0.125857982386707,0.0850321830356797,0.186285135403451,0.0765291796157751,0.175186785157638,25.747,"Bessel","Adaptive",43
"mu",1500,923.650166213709,873.464067946924,976.719776867173,561.684049571669,1285.61628285575,2.95700000000001,"Full","Fixed",43
"beta",0.1,0.0619546162417192,0.0585924089917175,0.0655097569755373,0.0376754327701338,0.0862337997133046,2.95700000000001,"Full","Fixed",43
"mu",1500,1876.35594984751,1689.86043603738,2083.43338624107,1140.93542525427,2611.77647444075,9.67699999999999,"Full","Adaptive",43
"beta",0.1,0.125858176217694,0.11336259319474,0.139731105953379,0.0765292170796971,0.17518713535569,9.67699999999999,"Full","Adaptive",43
"mu",1500,923.367389448216,866.03252563234,984.498053665914,561.512106501609,1285.22267239482,5.68100000000001,"Bessel","Fixed",44
"beta",0.1,0.0623600059283394,0.0584940943321842,0.0664814180607438,0.0379219568401688,0.0867980550165099,5.68100000000001,"Bessel","Fixed",44
"mu",1500,1889.84812558745,1276.81706892585,2797.21036372974,1149.13945598118,2630.55679519373,17.716,"Bessel","Adaptive",44
"beta",0.1,0.127631618323202,0.0862303305889513,0.188910675449581,0.0776075741008713,0.177655662545532,17.716,"Bessel","Adaptive",44
"mu",1500,922.435125554743,865.208655918472,983.446657678113,560.945275321494,1283.92497578799,2.89099999999999,"Full","Fixed",44
"beta",0.1,0.0622968625653612,0.0584382468806691,0.0664102585659747,0.0378835646597653,0.0867101604709571,2.89099999999999,"Full","Fixed",44
"mu",1500,1890.34944575684,1698.0734132559,2104.39725348593,1149.4446155605,2631.25427595317,15.652,"Full","Adaptive",44
"beta",0.1,0.12766547426153,0.114693823161132,0.142104194185974,0.0776281826158027,0.177702765907256,15.652,"Full","Adaptive",44
"mu",1500,918.325466509628,821.890268340975,1026.07573653647,558.446616442643,1278.20431657661,2.783,"Bessel","Fixed",45
"beta",0.1,0.0612437265861966,0.054824855686366,0.0684141161742732,0.0372431704637271,0.0852442827086661,2.783,"Bessel","Fixed",45
"mu",1500,1546.04813097122,1044.6891300089,2288.0154053668,940.106748218681,2151.98951372376,8.31,"Bessel","Adaptive",45
"beta",0.1,0.103105935345473,0.0696700390603086,0.152588315534923,0.0626957102162055,0.14351616047474,8.31,"Bessel","Adaptive",45
"mu",1500,917.405037581125,821.523928314937,1024.47655384248,557.886953203283,1276.92312195897,2.78800000000001,"Full","Fixed",45
"beta",0.1,0.0611823365978992,0.0548003275441809,0.0683075901062954,0.0372058425190862,0.0851588306767122,2.78800000000001,"Full","Fixed",45
"mu",1500,1545.28233771481,1294.37239237444,1844.83037286736,939.640881870212,2150.92379355941,3.812,"Full","Adaptive",45
"beta",0.1,0.103055880678988,0.0863291355620894,0.123023524715864,0.0626652594414028,0.143446501916574,3.812,"Full","Adaptive",45
"mu",1500,923.070507562794,864.999972350646,985.039525049642,561.331644229854,1284.80937089573,3.79600000000001,"Bessel","Fixed",46
"beta",0.1,0.0614303178327104,0.0575718111912747,0.0655474245284772,0.0373566060578012,0.0855040296076197,3.79600000000001,"Bessel","Fixed",46
"mu",1500,1674.57073975721,1131.40428613711,2478.50144887218,1018.24851128645,2330.89296822797,13.122,"Bessel","Adaptive",46
"beta",0.1,0.111442613786817,0.0752949089558235,0.164944168734227,0.0677643965036375,0.155120831069996,13.122,"Bessel","Adaptive",46
"mu",1500,922.145288068851,864.235850428402,983.935035657297,560.76903399409,1283.52154214361,3.15199999999999,"Full","Fixed",46
"beta",0.1,0.0613687244636007,0.057520904098283,0.0654739420620782,0.0373191521771712,0.0854182967500302,3.15199999999999,"Full","Fixed",46
