"parameter","true","point","lwr","upr","lwr_exact","upr_exact","time","implementation","method","replicate"
"mu",150,157.442434881594,106.450657603824,232.86018949454,95.8249232939593,219.059946469228,2.497,"Bessel","Fixed",14
"beta",0.1,0.103590736566907,0.070040150641649,0.153212701631358,0.0630489130389402,0.144132560094874,2.497,"Bessel","Fixed",14
"mu",150,157.43977420632,106.448485316265,232.857070990655,95.8233055190078,219.056242893633,5.769,"Bessel","Adaptive",14
"beta",0.1,0.103589214415828,0.0700389361962974,0.153210855647687,0.0630479876605631,0.144130441171094,5.769,"Bessel","Adaptive",14
"mu",150,157.452273738706,106.45857728856,232.87196895644,95.8309052542388,219.073642223172,2.019,"Full","Fixed",14
"beta",0.1,0.103597489882772,0.0700456245235421,0.153220704119841,0.0630530191898551,0.14414196057569,2.019,"Full","Fixed",14
"mu",150,157.451604169173,106.458539538611,232.870070948649,95.8304981433605,219.072710194986,1.675,"Full","Adaptive",14
"beta",0.1,0.103597120429764,0.0700456682852143,0.153219515554318,0.0630527945992544,0.144141446260273,1.675,"Full","Adaptive",14
"mu",150,174.509437321304,117.982305156061,258.119585593074,106.20170291852,242.817171724087,2.378,"Bessel","Fixed",15
"beta",0.1,0.114698862629878,0.0775455836854528,0.169652847568361,0.0698026119451786,0.159595113314578,2.378,"Bessel","Fixed",15
"mu",150,174.50943931175,117.982306743919,258.119588007384,106.201704098836,242.817174524663,5.07,"Bessel","Adaptive",15
"beta",0.1,0.114698864173132,0.0775455849500933,0.169652849366904,0.0698026128639761,0.159595115482288,5.07,"Bessel","Adaptive",15
"mu",150,174.509442265869,117.982309108343,258.119591573506,106.201705878525,242.817178653213,1.934,"Full","Fixed",15
"beta",0.1,0.114698866297374,0.0775455866758441,0.169652851875334,0.0698026141448299,0.159595118449918,1.934,"Full","Fixed",15
"mu",150,174.509448637045,117.984097883942,258.11569702861,106.201709786177,242.817187487914,1.163,"Full","Adaptive",15
"beta",0.1,0.114698870833375,0.07754676758792,0.169650281754627,0.0698026169252496,0.1595951247415,1.163,"Full","Adaptive",15
"mu",150,151.072935289042,102.14650727546,223.434284593792,91.9522526918395,210.193617886244,2.763,"Bessel","Fixed",16
"beta",0.1,0.0997224589427716,0.0674263767222472,0.147487812648719,0.0606972038122732,0.13874771407327,2.763,"Bessel","Fixed",16
"mu",150,151.07422028689,102.147543591698,223.435818745883,91.9530339558935,210.195406617887,6.438,"Bessel","Adaptive",16
"beta",0.1,0.0997233239388765,0.0674270765635999,0.14748884045177,0.0606977297313367,0.138748918146416,6.438,"Bessel","Adaptive",16
"mu",150,151.074296006555,102.147604971969,223.43590845952,91.9530799685597,210.19551204455,2.454,"Full","Fixed",16
"beta",0.1,0.0997233717841926,0.0674271150711003,0.147488897745689,0.0606977588034461,0.138748984764939,2.454,"Full","Fixed",16
"mu",150,151.074330097956,102.147768804379,223.435650936781,91.9531007038445,210.195559492067,1.563,"Full","Adaptive",16
"beta",0.1,0.0997233979949661,0.0674272272134622,0.147488729978161,0.0606977747471392,0.138749021242793,1.563,"Full","Adaptive",16
"mu",150,157.604590631951,106.559976171232,233.100718306756,95.9235176753007,219.285663588602,2.374,"Bessel","Fixed",17
"beta",0.1,0.105481084241486,0.0713181120075542,0.156008884974141,0.0641993777470387,0.146762790735933,2.374,"Bessel","Fixed",17
"mu",150,157.604016560393,106.55951091243,233.100037934493,95.923168618056,219.28486450273,4.66699999999999,"Bessel","Adaptive",17
"beta",0.1,0.105480715463652,0.0713178151344764,0.156008443524867,0.0641991535253538,0.14676227740195,4.66699999999999,"Bessel","Adaptive",17
"mu",150,157.603336633346,106.55896497843,233.099220914842,95.9227552336974,219.283918032995,1.841,"Full","Fixed",17
"beta",0.1,0.105480226956956,0.0713174183022434,0.156007866573894,0.0641988564996292,0.146761597414283,1.841,"Full","Fixed",17
"mu",150,157.61525760383,106.569359652308,233.111745351317,95.9300033304234,219.300511877237,1.04,"Full","Adaptive",17
"beta",0.1,0.105487982340387,0.0713241680227182,0.156016042342077,0.0642035717295117,0.146772392951262,1.04,"Full","Adaptive",17
"mu",150,139.175681823974,94.1078240104928,205.826355192405,84.7186982398315,193.632665408116,2.815,"Bessel","Fixed",18
"beta",0.1,0.094361723589294,0.0638055180385829,0.139551172883794,0.0574396495234179,0.13128379765517,2.815,"Bessel","Fixed",18
"mu",150,139.176144270463,94.1081968278053,205.82690761183,84.7189794228171,193.633309118108,5.83,"Bessel","Adaptive",18
"beta",0.1,0.0943620445487548,0.0638057777860923,0.139551554112738,0.0574398446826173,0.131284244414892,5.83,"Bessel","Adaptive",18
"mu",150,139.175976684508,94.1080588263507,205.826713754964,84.7188774922112,193.633075876804,2.17,"Full","Fixed",18
"beta",0.1,0.0943619578700937,0.063805709556938,0.139551446961522,0.0574397919753312,0.131284123764856,2.17,"Full","Fixed",18
"mu",150,139.176181715413,94.1082355855459,205.826933597899,84.7190021481477,193.633361282677,0.991000000000007,"Full","Adaptive",18
"beta",0.1,0.0943619993964014,0.0638057377430757,0.139551508140861,0.0574398171514282,0.131284181641375,0.991000000000007,"Full","Adaptive",18
"mu",150,178.859881106002,120.921853461452,264.558110494488,108.84679048782,248.872971724184,2.679,"Bessel","Fixed",19
"beta",0.1,0.118361753256336,0.0800208681821399,0.175073139696836,0.0720301102673112,0.164693396245362,2.679,"Bessel","Fixed",19
"mu",150,178.860189132903,120.922100861895,264.558480448455,108.84697779365,248.873400472155,5.6,"Bessel","Adaptive",19
"beta",0.1,0.118361971451195,0.0800210454007423,0.175073397450061,0.072030242954668,0.164693699947722,5.6,"Bessel","Adaptive",19
"mu",150,178.859763278934,120.921759835291,264.557966769353,108.846718874034,248.872807683835,1.882,"Full","Fixed",19
"beta",0.1,0.118361659726248,0.0800207915951199,0.175073030569801,0.0720300534089117,0.164693266043584,1.882,"Full","Fixed",19
"mu",150,178.859755944277,120.924572896617,264.551790675305,108.846714392449,248.872797496106,1.31,"Full","Adaptive",19
"beta",0.1,0.118361655868652,0.0800226614308677,0.175068928344406,0.0720300510494168,0.164693260687887,1.31,"Full","Adaptive",19
"mu",150,179.590635153103,121.415561464561,265.639723983066,109.2911060297,249.890164276507,2.371,"Bessel","Fixed",20
"beta",0.1,0.123523013213807,0.0835100070755545,0.182707861341863,0.0751707722551864,0.171875254172428,2.371,"Bessel","Fixed",20
"mu",150,179.591471500313,121.41623657859,265.640721080751,109.291614471784,249.891328528841,5.607,"Bessel","Adaptive",20
"beta",0.1,0.12352359386838,0.0835104765106001,0.18270855202489,0.0751711252569625,0.171876062479797,5.607,"Bessel","Adaptive",20
"mu",150,179.590965377196,121.415826046855,265.640122010673,109.291306763449,249.890623990943,1.757,"Full","Fixed",20
"beta",0.1,0.123523263039019,0.083510210398385,0.182708155553894,0.0751709241323218,0.171875601945715,1.757,"Full","Fixed",20
"mu",150,179.591071692099,121.415175908898,265.641858936293,109.291371440956,249.890771943241,1.128,"Full","Adaptive",20
"beta",0.1,0.123523313046767,0.0835097439420983,0.182709324035633,0.0751709545503295,0.171875671543204,1.128,"Full","Adaptive",20
"mu",150,120.904074449868,81.7619282249862,178.784864006083,73.6095824715941,168.198566428143,2.892,"Bessel","Fixed",21
"beta",0.1,0.0795028502909845,0.0537641611161696,0.117563504631522,0.0484034276086168,0.110602272973352,2.892,"Bessel","Fixed",21
"mu",150,120.903778439147,81.7616795366677,178.784532359157,73.6094024154263,168.198154462868,5.838,"Bessel","Adaptive",21
"beta",0.1,0.0795027508889447,0.05376408714062,0.117563372412105,0.0484033671971898,0.1106021345807,5.838,"Bessel","Adaptive",21
"mu",150,120.90550028491,81.7630677756583,178.786589065537,73.6104492955509,168.200551274268,1.817,"Full","Fixed",21
"beta",0.1,0.079503907817724,0.0537650232241517,0.11756474710216,0.0484040706289122,0.110603745006536,1.817,"Full","Fixed",21
"mu",150,120.906253699073,81.7636917281421,178.787452897179,73.610907468211,168.201599929935,1.21299999999999,"Full","Adaptive",21
"beta",0.1,0.0795042515587646,0.0537652908993254,0.117565178392788,0.0484042795618144,0.110604223555715,1.21299999999999,"Full","Adaptive",21
"mu",150,132.001688399801,89.2605349228989,195.208842916402,80.3569191345393,183.646457665063,2.38200000000001,"Bessel","Fixed",22
"beta",0.1,0.0898109538401011,0.0607308488414286,0.132815654375745,0.0546730245848562,0.124948883095346,2.38200000000001,"Bessel","Fixed",22
"mu",150,132.001932900695,89.2607410417106,195.20911529714,80.357067885903,183.646797915486,5.717,"Bessel","Adaptive",22
"beta",0.1,0.0898110316081494,0.0607309057859632,0.13281575985294,0.0546730718653065,0.124948991350992,5.717,"Bessel","Adaptive",22
"mu",150,132.001711585884,89.2605558402756,195.20886574785,80.3569332748504,183.646489896917,2.708,"Full","Fixed",22
"beta",0.1,0.0898109471419399,0.0607308419419317,0.132815649653675,0.0546730205247411,0.124948873759139,2.708,"Full","Fixed",22
"mu",150,132.000995370098,89.2599774128626,195.208012411907,80.3564978071203,183.645492933076,1.16099999999999,"Full","Adaptive",22
"beta",0.1,0.0898104740457743,0.060730461753115,0.132815081846681,0.0546727328872136,0.124948215204335,1.16099999999999,"Full","Adaptive",22
"mu",150,124.22414426758,84.007202842223,183.694224982056,75.6281546035043,172.820133931656,2.483,"Bessel","Fixed",23
"beta",0.1,0.0819702961288128,0.0554324978198367,0.121212821209742,0.0499038432912978,0.114036748966328,2.483,"Bessel","Fixed",23
"mu",150,124.212716123281,83.9978258078877,183.680931004217,75.6212053466308,172.804226899932,5.665,"Bessel","Adaptive",23
"beta",0.1,0.0819642146374306,0.0554276825950352,0.121205364658932,0.0499001462943673,0.114028282980494,5.665,"Bessel","Adaptive",23
"mu",150,124.213683372352,83.9986135642788,183.682069051295,75.6217935141891,172.805573230515,1.853,"Full","Fixed",23
"beta",0.1,0.0819647882214575,0.0554281416014395,0.121206057321862,0.0499004950343253,0.11402908140859,1.853,"Full","Fixed",23
"mu",150,124.215821016511,84.0003650772124,183.684561092363,75.6230933269009,172.808548706122,1.379,"Full","Adaptive",23
"beta",0.1,0.0819659776070388,0.055429089420822,0.121207502329162,0.0499012180854469,0.114030737128631,1.379,"Full","Adaptive",23
"mu",150,189.623998381233,128.19496583298,280.488867315844,115.391420776903,263.856575985563,3.033,"Bessel","Fixed",24
"beta",0.1,0.127606512546976,0.0862681576276062,0.188753562058115,0.0776520741513833,0.177560950942569,3.033,"Bessel","Fixed",24
"mu",150,189.623962531379,128.194938128097,280.488821876666,115.391399028661,263.856526034097,2.62,"Bessel","Adaptive",24
"beta",0.1,0.127606475696522,0.0862681270171663,0.188753520016109,0.0776520517722109,0.177560899620832,2.62,"Bessel","Adaptive",24
"mu",150,189.631091173121,128.200690926797,280.497323996808,115.39573324693,263.866449099311,2.965,"Full","Fixed",24
"beta",0.1,0.12761133502542,0.0862720567735558,0.188759297459586,0.0776550062797156,0.177567663771124,2.965,"Full","Fixed",24
"mu",150,189.629905449608,128.204216845355,280.486101983705,115.395012292156,263.864798607061,1.746,"Full","Adaptive",24
"beta",0.1,0.127610509465829,0.0862744138848238,0.18875169813229,0.0776545043014369,0.177566514630222,1.746,"Full","Adaptive",24
"mu",150,196.979157844386,133.164889439761,291.374015991172,119.863372979815,274.094942708958,2.621,"Bessel","Fixed",25
"beta",0.1,0.134021791030951,0.0906034801660007,0.198246694699086,0.0815533181355994,0.186490263926302,2.621,"Bessel","Fixed",25
"mu",150,196.97777906428,133.163775673864,291.372373971458,119.86253460055,274.093023528011,2.619,"Bessel","Adaptive",25
"beta",0.1,0.134020851885057,0.0906027213941997,0.198245576552254,0.0815527470792813,0.186488956690832,2.619,"Bessel","Adaptive",25
"mu",150,196.977972151663,133.163926961953,291.372614177013,119.86265202398,274.093292279346,1.996,"Full","Fixed",25
"beta",0.1,0.134021031517942,0.090602869709897,0.198245783457465,0.0815528563384809,0.186489206697403,1.996,"Full","Fixed",25
"mu",150,196.977925854478,133.171201232867,291.356561439172,119.862623904109,274.093227804846,1.511,"Full","Adaptive",25
"beta",0.1,0.134020927141,0.0906077660628762,0.198234761678916,0.0815527928598935,0.186489061422106,1.511,"Full","Adaptive",25
"mu",150,158.574188835554,107.215127094302,234.535685834115,96.5130387508151,220.635338920294,2.552,"Bessel","Fixed",26
"beta",0.1,0.104257230106832,0.0704903638108982,0.154199374806864,0.0634540978153012,0.145060362398363,2.552,"Bessel","Fixed",26
"mu",150,158.573792281744,107.214807719956,234.535211444802,96.5127975465208,220.634787016967,4.20399999999999,"Bessel","Adaptive",26
"beta",0.1,0.104256959845531,0.0704901448618551,0.154199054315102,0.0634539334249489,0.145059986266113,4.20399999999999,"Bessel","Adaptive",26
"mu",150,158.573086674275,107.214238446916,234.534369517134,96.5123685614265,220.633804787124,1.953,"Full","Fixed",26
"beta",0.1,0.104256488814506,0.0704897638909097,0.154198494362256,0.0634536470495416,0.14505933057947,1.953,"Full","Fixed",26
"mu",150,158.572853020146,107.214918807202,234.532190059913,96.5122265189976,220.633479521295,1.02500000000001,"Full","Adaptive",26
"beta",0.1,0.104256275719043,0.0704901581836827,0.154197001494618,0.063453517462696,0.14505903397539,1.02500000000001,"Full","Adaptive",26
"mu",150,129.034931656008,87.2580132137778,190.813576590141,78.5531427764823,179.516720535534,2.77099999999999,"Bessel","Fixed",27
"beta",0.1,0.0879737109636234,0.0594906958177846,0.130093852733144,0.0535561292528551,0.122391292674392,2.77099999999999,"Bessel","Fixed",27
"mu",150,129.022319701606,87.2477380667346,190.798745618488,78.5454740999315,179.49916530328,2.713,"Bessel","Adaptive",27
"beta",0.1,0.0879660198985229,0.0594845437539762,0.130084559256119,0.053551453373284,0.122380586423762,2.713,"Bessel","Adaptive",27
"mu",150,129.019536800324,87.2454834687018,190.795445384193,78.5437820481307,179.495291552518,1.81,"Full","Fixed",27
"beta",0.1,0.0879641923056793,0.0594830721859402,0.130082372070544,0.0535503422182474,0.122378042393111,1.81,"Full","Fixed",27
"mu",150,129.019684842509,87.245603001714,190.795621832464,78.5438720614058,179.495497623612,1.039,"Full","Adaptive",27
"beta",0.1,0.0879643208194427,0.0594831796290816,0.130082517200254,0.0535504203784444,0.122378221260441,1.039,"Full","Adaptive",27
"mu",150,175.549775201949,118.68560738727,259.658472934269,106.834239741983,244.265310661915,3.044,"Bessel","Fixed",28
"beta",0.1,0.117673609497323,0.0795567291341407,0.174052886824706,0.0716125702461274,0.163734648748518,3.044,"Bessel","Fixed",28
"mu",150,175.54710723267,118.683457335068,259.655284314444,106.832617680593,244.261596784747,3.898,"Bessel","Adaptive",28
"beta",0.1,0.117671768304741,0.0795552382593007,0.174050701863692,0.0716114508138138,0.163732085795667,3.898,"Bessel","Adaptive",28
"mu",150,175.549602772151,118.685473158692,259.65825651008,106.834134987555,244.265070556746,2.23999999999999,"Full","Fixed",28
